band;album;song;source;word;count
The Exploited;Horror Epics;My Life;llm;damn;
The Exploited;Horror Epics;Treat You Like Shit;static;shit;2
The Exploited;Horror Epics;Treat You Like Shit;static;ass;1
The Exploited;Horror Epics;Treat You Like Shit;llm;shit;
The Exploited;Let’s Start a War… Said Maggie One Day;Another Day to Go Nowhere;static;damn;1
The Exploited;Let’s Start a War… Said Maggie One Day;Another Day to Go Nowhere;llm;damn;
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;static;damn;1
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;static;pic;1
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;llm;damn;
The Exploited;Let’s Start a War… Said Maggie One Day;False Hopes;static;ass;1
The Exploited;Let’s Start a War… Said Maggie One Day;God Saved the Queen;static;hell;1
The Exploited;Let’s Start a War… Said Maggie One Day;God Saved the Queen;llm;fuck;
The Exploited;Let’s Start a War… Said Maggie One Day;God Saved the Queen;llm;shit;
The Exploited;Let’s Start a War… Said Maggie One Day;Kidology;llm;shit;
The Exploited;Let’s Start a War… Said Maggie One Day;Let’s Start a War (Said Maggie One Day);static;ass;1
The Exploited;Let’s Start a War… Said Maggie One Day;Let’s Start a War (Said Maggie One Day);static;hell;2
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;static;fuck;2
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;static;ass;1
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;static;bastard;1
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;llm;fuck;
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;llm;bastard;
The Exploited;Let’s Start a War… Said Maggie One Day;Safe Below;static;ass;1
The Exploited;Let’s Start a War… Said Maggie One Day;Safe Below;static;pic;1
The Exploited;Let’s Start a War… Said Maggie One Day;Safe Below;llm;arse;
The Exploited;Let’s Start a War… Said Maggie One Day;Wankers;static;hell;4
The Exploited;Let’s Start a War… Said Maggie One Day;Wankers;llm;wankers;
The Exploited;Punks Not Dead;Army Life;static;fuck;1
The Exploited;Punks Not Dead;Army Life;llm;fuck;
The Exploited;Punks Not Dead;Blown to Bits;llm;fucking;
The Exploited;Punks Not Dead;Cop Cars;static;fuck;2
The Exploited;Punks Not Dead;Cop Cars;static;cunt;1
The Exploited;Punks Not Dead;Cop Cars;llm;fuck;
The Exploited;Punks Not Dead;Cop Cars;llm;sods;
The Exploited;Punks Not Dead;Cop Cars;llm;cunts;
The Exploited;Punks Not Dead;Exploited Barmy Army;static;fuck;1
The Exploited;Punks Not Dead;Exploited Barmy Army;llm;fuck;
The Exploited;Punks Not Dead;Free Flight;static;hell;2
The Exploited;Punks Not Dead;I Believe in Anarchy;static;damn;1
The Exploited;Punks Not Dead;I Believe in Anarchy;static;fuck;1
The Exploited;Punks Not Dead;I Believe in Anarchy;static;pic;1
The Exploited;Punks Not Dead;I Believe in Anarchy;llm;damn;
The Exploited;Punks Not Dead;I Believe in Anarchy;llm;fuck;
The Exploited;Punks Not Dead;Mucky Pup;static;pic;2
The Exploited;Punks Not Dead;Out of Control;static;damn;2
The Exploited;Punks Not Dead;Punk's Not Dead;static;piss;1
The Exploited;Punks Not Dead;Punk's Not Dead;llm;piss;
The Exploited;Punks Not Dead;Punk's Not Dead;llm;shit;
The Exploited;Punks Not Dead;Punk's Not Dead;llm;yooz;
The Exploited;Punks Not Dead;Royalty;static;bitch;1
The Exploited;Punks Not Dead;Royalty;static;fuck;2
The Exploited;Punks Not Dead;Royalty;static;ass;1
The Exploited;Punks Not Dead;Royalty;static;pic;1
The Exploited;Punks Not Dead;Royalty;llm;fuck;
The Exploited;Punks Not Dead;Royalty;llm;bitch;
The Exploited;Punks Not Dead;Royalty;llm;cow;
The Exploited;Punks Not Dead;SPG;static;fuck;4
The Exploited;Punks Not Dead;SPG;static;damn;1
The Exploited;Punks Not Dead;SPG;static;cunt;1
The Exploited;Punks Not Dead;SPG;static;ass;1
The Exploited;Punks Not Dead;SPG;llm;fuck;
The Exploited;Punks Not Dead;SPG;llm;goddamn;
The Exploited;Punks Not Dead;SPG;llm;cunts;
The Exploited;Punks Not Dead;SPG;llm;shit;
The Exploited;Punks Not Dead;SPG;llm;damn;
The Exploited;Punks Not Dead;Sex and Violence;llm;bloody;
The Exploited;Punks Not Dead;Son of a Copper;llm;fuck;
The Exploited;Punks Not Dead;Son of a Copper;llm;shit;
The Exploited;The Massacre;Blown Out of the Sky;static;ass;2
The Exploited;The Massacre;Don’t Pay the Poll Tax;llm;fuck;
The Exploited;The Massacre;Don’t Pay the Poll Tax;llm;shit;
The Exploited;The Massacre;Fuck Religion;static;bastard;3
The Exploited;The Massacre;Fuck Religion;static;fuck;27
The Exploited;The Massacre;Fuck Religion;static;shit;12
The Exploited;The Massacre;Fuck Religion;static;motherfucker;1
The Exploited;The Massacre;Fuck Religion;static;bitch;2
The Exploited;The Massacre;Fuck Religion;static;ass;2
The Exploited;The Massacre;Fuck Religion;static;piss;3
The Exploited;The Massacre;Fuck Religion;static;dick;2
The Exploited;The Massacre;Fuck Religion;llm;fuck;
The Exploited;The Massacre;Fuck Religion;llm;shit;
The Exploited;The Massacre;Fuck Religion;llm;bitch;
The Exploited;The Massacre;Fuck Religion;llm;asshole;
The Exploited;The Massacre;Fuck Religion;llm;bastard;
The Exploited;The Massacre;Fuck Religion;llm;damn;
The Exploited;The Massacre;Fuck Religion;llm;hell;
The Exploited;The Massacre;Fuck Religion;llm;crap;
The Exploited;The Massacre;Fuck Religion;llm;cunt;
The Exploited;The Massacre;Fuck Religion;llm;motherfucker;
The Exploited;The Massacre;Police Shit;static;shit;1
The Exploited;The Massacre;Police Shit;llm;shit;
The Exploited;The Massacre;Porno Slut;llm;cunt;
The Exploited;The Massacre;Porno Slut;llm;shit;
The Exploited;The Massacre;Sick Bastard;static;fuck;1
The Exploited;The Massacre;Sick Bastard;static;bastard;23
The Exploited;The Massacre;Sick Bastard;static;shit;1
The Exploited;The Massacre;Sick Bastard;llm;fuck;
The Exploited;The Massacre;Sick Bastard;llm;bastard;
The Exploited;The Massacre;The Massacre;static;ass;3
The Exploited;Troops of Tomorrow;Alternative;static;shit;1
The Exploited;Troops of Tomorrow;Alternative;llm;shit;
The Exploited;Troops of Tomorrow;Daily News;static;fuck;2
The Exploited;Troops of Tomorrow;Daily News;llm;fuck;
The Exploited;Troops of Tomorrow;Daily News;llm;shit;
The Exploited;Troops of Tomorrow;Disorder;static;fuck;3
The Exploited;Troops of Tomorrow;Disorder;llm;fuck;
The Exploited;Troops of Tomorrow;Disorder;llm;fucking;
The Exploited;Troops of Tomorrow;Germs;llm;fuck;
The Exploited;Troops of Tomorrow;Jimmy Boyle;static;ass;1
The Exploited;Troops of Tomorrow;Jimmy Boyle;static;shit;1
The Exploited;Troops of Tomorrow;Jimmy Boyle;llm;shit;
The Exploited;Troops of Tomorrow;Rapist;llm;shit;
The Exploited;Troops of Tomorrow;Rapist;llm;fuck;
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;static;cunt;1
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;static;fuck;1
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;llm;fuck;
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;llm;cunt;
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;llm;fucking;
The Exploited;Troops of Tomorrow;So Tragic;static;fuck;9
The Exploited;Troops of Tomorrow;So Tragic;static;bastard;1
The Exploited;Troops of Tomorrow;So Tragic;llm;fuck;
The Exploited;Troops of Tomorrow;So Tragic;llm;fucking;
The Exploited;Troops of Tomorrow;Troops of Tomorrow;static;pic;1
The Exploited;Troops of Tomorrow;UK 82;static;ass;2
The Exploited;Troops of Tomorrow;UK 82;static;fuck;1
The Exploited;Troops of Tomorrow;UK 82;llm;fuck;
The Exploited;Troops of Tomorrow;USA;static;fuck;5
The Exploited;Troops of Tomorrow;USA;llm;fuck;
The Exploited;Troops of Tomorrow;War;static;cunt;1
The Exploited;Troops of Tomorrow;War;llm;cunt;
The Jam;All Mod Cons;David Watts;static;ass;1
The Jam;All Mod Cons;Down in the Tube Station at Midnight;static;ass;1
The Jam;All Mod Cons;Down in the Tube Station at Midnight;llm;fuck;
The Jam;All Mod Cons;Mr. Clean;static;fuck;1
The Jam;All Mod Cons;Mr. Clean;static;piss;1
The Jam;All Mod Cons;Mr. Clean;llm;fuck;
The Jam;All Mod Cons;The Place I Love;static;pic;1
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);static;shit;1
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);static;bastard;1
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);llm;shit;
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);llm;bastard;
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);llm;arse;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;fuck;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;shit;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;bitch;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;asshole;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;bastard;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;damn;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;hell;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;crap;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;cunt;
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;llm;motherfucker;
The Jam;In the City;Art School;static;shit;1
The Jam;In the City;Art School;llm;shit;
The Jam;In the City;Bricks and Mortar;static;ass;1
The Jam;In the City;I Got By in Time;static;hell;1
The Jam;In the City;In the City;static;crap;1
The Jam;In the City;Takin’ My Love;static;fuck;1
The Jam;In the City;Takin’ My Love;llm;fuck;
The Jam;In the City;Time for Truth;static;ass;1
The Jam;In the City;Time for Truth;static;fuck;1
The Jam;In the City;Time for Truth;static;bastard;2
The Jam;In the City;Time for Truth;llm;fuck;
The Jam;In the City;Time for Truth;llm;bastard;
The Jam;Setting Sons;Burning Sky;static;bastard;1
The Jam;Setting Sons;Burning Sky;llm;bastard;
The Jam;Setting Sons;Girl on the Phone;llm;cock;
The Jam;Setting Sons;Little Boy Soldiers;static;ass;1
The Jam;Setting Sons;Little Boy Soldiers;static;fuck;1
The Jam;Setting Sons;Little Boy Soldiers;static;pic;1
The Jam;Setting Sons;Little Boy Soldiers;llm;fuck;
The Jam;Setting Sons;Private Hell;static;hell;10
The Jam;Setting Sons;Private Hell;static;pic;1
The Jam;Setting Sons;Smithers‐Jones;llm;arse;
The Jam;Setting Sons;The Eton Rifles;static;ass;1
The Jam;Setting Sons;The Eton Rifles;static;hell;8
The Jam;Setting Sons;The Eton Rifles;static;crap;1
The Jam;Setting Sons;Wasteland;static;ass;1
The Jam;Setting Sons;Wasteland;static;shit;1
The Jam;Setting Sons;Wasteland;llm;shit;
The Jam;Sound Affects;Boy About Town;static;pic;1
The Jam;Sound Affects;But I’m Different Now;static;pic;1
The Jam;Sound Affects;Man in the Corner Shop;static;ass;1
The Jam;Sound Affects;Monday;static;ass;2
The Jam;Sound Affects;Scrape Away;static;crap;3
The Jam;Sound Affects;Scrape Away;static;fuck;1
The Jam;Sound Affects;Scrape Away;llm;fucking;
The Jam;Sound Affects;Set the House Ablaze;static;bastard;1
The Jam;Sound Affects;Set the House Ablaze;llm;bastard;
The Jam;Sound Affects;Start!;static;ass;1
The Jam;Sound Affects;That’s Entertainment;static;ass;1
The Jam;Sound Affects;That’s Entertainment;static;piss;1
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;static;hell;1
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;static;shit;1
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;static;ass;1
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;llm;shit;
The Jam;The Gift;Running on the Spot;static;ass;1
The Jam;The Gift;The Planner’s Dream Goes Wrong;static;piss;1
The Jam;The Gift;The Planner’s Dream Goes Wrong;static;ass;1
The Jam;The Gift;The Planner’s Dream Goes Wrong;llm;damn;
The Jam;The Gift;Town Called Malice;static;pic;1
The Jam;This Is the Modern World;Here Comes the Weekend;static;pic;1
The Jam;This Is the Modern World;In the Street, Today;static;fuck;1
The Jam;This Is the Modern World;In the Street, Today;llm;fucking;
The Jam;This Is the Modern World;Life From a Window;static;crap;2
The Jam;This Is the Modern World;London Girl;llm;pills;
The Jam;This Is the Modern World;The Modern World;static;fuck;1
The Jam;This Is the Modern World;The Modern World;llm;fuck;
The Lemonheads;Car Button Cloth;6ix;static;ass;3
The Lemonheads;Car Button Cloth;It’s All True;llm;lude;
The Lemonheads;Car Button Cloth;Knoxville Girl;static;hell;1
The Lemonheads;Car Button Cloth;Knoxville Girl;static;pic;1
The Lemonheads;Come On Feel The Lemonheads;Being Around;static;ass;1
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;static;dick;1
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;static;piss;2
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;static;pic;1
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;llm;fuck;
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;llm;shit;
The Lemonheads;Come On Feel The Lemonheads;Dawn Can’t Decide;static;ass;1
The Lemonheads;Come On Feel The Lemonheads;It’s About Time;static;ass;1
The Lemonheads;Come On Feel The Lemonheads;Paid to Smile;static;hell;1
The Lemonheads;Come On Feel The Lemonheads;Rest Assured;static;ass;4
The Lemonheads;Come On Feel The Lemonheads;You Can Take It With You;static;ass;1
The Lemonheads;Creator;Plaster Caster;static;fuck;17
The Lemonheads;Creator;Plaster Caster;static;shit;10
The Lemonheads;Creator;Plaster Caster;static;hell;3
The Lemonheads;Creator;Plaster Caster;static;bitch;4
The Lemonheads;Creator;Plaster Caster;static;dick;1
The Lemonheads;Creator;Plaster Caster;static;ass;1
The Lemonheads;Creator;Plaster Caster;llm;fuck;
The Lemonheads;Creator;Plaster Caster;llm;shit;
The Lemonheads;Creator;Plaster Caster;llm;bitch;
The Lemonheads;Creator;Plaster Caster;llm;asshole;
The Lemonheads;Creator;Plaster Caster;llm;bastard;
The Lemonheads;Creator;Plaster Caster;llm;damn;
The Lemonheads;Creator;Plaster Caster;llm;hell;
The Lemonheads;Creator;Plaster Caster;llm;crap;
The Lemonheads;Creator;Plaster Caster;llm;cunt;
The Lemonheads;Creator;Plaster Caster;llm;motherfucker;
The Lemonheads;Hate Your Friends;3‐9‐4;static;ass;1
The Lemonheads;Hate Your Friends;Belt;static;shit;1
The Lemonheads;Hate Your Friends;Belt;static;fuck;4
The Lemonheads;Hate Your Friends;Belt;llm;fucked;
The Lemonheads;Hate Your Friends;Fed Up;static;fuck;1
The Lemonheads;Hate Your Friends;Fed Up;llm;fuck;
The Lemonheads;Hate Your Friends;Fucked Up;static;fuck;10
The Lemonheads;Hate Your Friends;Fucked Up;static;shit;1
The Lemonheads;Hate Your Friends;Fucked Up;llm;fuck;
The Lemonheads;Hate Your Friends;Fucked Up;llm;shit;
The Lemonheads;Hate Your Friends;Hate Your Friends;static;fuck;1
The Lemonheads;Hate Your Friends;Hate Your Friends;llm;fuck;
The Lemonheads;Hate Your Friends;I Don’t Wanna;static;ass;1
The Lemonheads;Hate Your Friends;Rat Velvet;static;ass;1
The Lemonheads;Hate Your Friends;Uhhh;static;pic;1
The Lemonheads;Hotel Sessions;And So the Story Goes;static;hell;2
The Lemonheads;Hotel Sessions;And So the Story Goes;static;ass;1
The Lemonheads;Hotel Sessions;And So the Story Goes;static;pic;3
The Lemonheads;Hotel Sessions;Being Around;static;ass;1
The Lemonheads;Hotel Sessions;Big Gay Heart;static;dick;1
The Lemonheads;Hotel Sessions;Big Gay Heart;static;piss;2
The Lemonheads;Hotel Sessions;Big Gay Heart;static;pic;1
The Lemonheads;Hotel Sessions;Big Gay Heart;llm;fuck;
The Lemonheads;Hotel Sessions;It's About Time;static;ass;1
The Lemonheads;Hotel Sessions;Paid to Smile;static;hell;1
The Lemonheads;Hotel Sessions;Rest Assured;static;ass;4
The Lemonheads;Hotel Sessions;You Can Take It With You (Prt.2);static;hell;2
The Lemonheads;Hotel Sessions;You Can Take It With You (Prt.2);static;ass;1
The Lemonheads;Hotel Sessions;You Can Take It With You (Prt.2);static;pic;3
The Lemonheads;It's a Shame About Ray;Frank Mills;static;ass;1
The Lemonheads;It's a Shame About Ray;Frank Mills;static;hell;1
The Lemonheads;It's a Shame About Ray;Rudderless;static;ass;1
The Lemonheads;It's a Shame About Ray;The Turnpike Down;static;ass;1
The Lemonheads;Lick;Cazzo di Ferro;static;ass;1
The Lemonheads;Lick;Cazzo di Ferro;static;fuck;2
The Lemonheads;Lick;Cazzo di Ferro;static;shit;2
The Lemonheads;Lick;Cazzo di Ferro;static;dick;2
The Lemonheads;Lick;Cazzo di Ferro;llm;fuck;
The Lemonheads;Lick;Cazzo di Ferro;llm;shit;
The Lemonheads;Lick;Cazzo di Ferro;llm;cunt;
The Lemonheads;Lick;Cazzo di Ferro;llm;damn;
The Lemonheads;Lick;Glad I Don’t Know;static;fuck;1
The Lemonheads;Lick;Glad I Don’t Know;llm;fuckin';
The Lemonheads;Lick;Sad Girl;static;fuck;1
The Lemonheads;Lick;Sad Girl;static;ass;1
The Lemonheads;Lick;Sad Girl;llm;fuck;
The Lemonheads;Love Chant;Be‐In;static;ass;1
The Lemonheads;Love Chant;Cell Phone Blues;static;ass;13
The Lemonheads;Love Chant;Marauders;static;hell;1
The Lemonheads;Love Chant;Marauders;static;shit;1
The Lemonheads;Love Chant;Marauders;llm;shit;
The Lemonheads;Lovey;Ballarat;llm;fuck;
The Lemonheads;Lovey;Brass Buttons;static;ass;4
The Lemonheads;Lovey;Year of the Cat;static;hell;1
The Lemonheads;Lovey;[untitled];static;ass;6
The Lemonheads;Lovey;[untitled];static;fuck;1
The Lemonheads;Lovey;[untitled];static;bastard;1
The Lemonheads;Lovey;[untitled];static;shit;2
The Lemonheads;Lovey;[untitled];llm;fuck;
The Lemonheads;Lovey;[untitled];llm;shit;
The Lemonheads;Lovey;[untitled];llm;bastard;
The Lemonheads;Lovey;[untitled];llm;damn;
The Lemonheads;Lovey;[untitled];llm;hell;
The Lemonheads;The Lemonheads;Baby’s Home;static;hell;1
The Lemonheads;The Lemonheads;Baby’s Home;llm;hell;
The Lemonheads;The Lemonheads;Become the Enemy;static;crap;1
The Lemonheads;The Lemonheads;Become the Enemy;static;ass;9
The Lemonheads;The Lemonheads;Black Gown;static;ass;1
The Lemonheads;The Lemonheads;In Passing;static;ass;1
The Lemonheads;The Lemonheads;In Passing;static;pic;1
The Lemonheads;The Lemonheads;Let’s Just Laugh;static;hell;1
The Lemonheads;The Lemonheads;Let’s Just Laugh;llm;damn;
The Lemonheads;The Lemonheads;Let’s Just Laugh;llm;hell;
The Lemonheads;The Lemonheads;Pittsburgh;static;fuck;1
The Lemonheads;The Lemonheads;Pittsburgh;llm;fuck;
The Lemonheads;The Lemonheads;Poughkeepsie;static;ass;1
The Lemonheads;The Lemonheads;Steve’s Boy;static;hell;2
The Lemonheads;Varshons;How Can We Hang On;static;ass;1
The Lemonheads;Varshons;How Can We Hang On;static;shit;2
The Lemonheads;Varshons;How Can We Hang On;static;bitch;1
The Lemonheads;Varshons;How Can We Hang On;static;damn;1
The Lemonheads;Varshons;Layin’ Up With Linda;static;fuck;1
The Lemonheads;Varshons;Layin’ Up With Linda;static;piss;1
The Lemonheads;Varshons;Layin’ Up With Linda;llm;fuck;
The Lemonheads;Varshons;Layin’ Up With Linda;llm;piss;
The Lemonheads;Varshons;Waiting Around to Die;llm;shit;
The Lemonheads;Varshons;Yesterlove;static;ass;1
The Lemonheads;Varshons 2;Round Here;static;hell;1
The Lemonheads;Varshons 2;Round Here;static;ass;4
The Lemonheads;Varshons 2;Round Here;static;pic;1
The Lemonheads;Varshons 2;Settled Down Like Rain;static;pic;3
The Lemonheads;Varshons 2;TAQN;static;ass;2
The Lemonheads;Varshons 2;Unfamiliar;static;pic;19
The Offspring;Americana;Americana;static;fuck;4
The Offspring;Americana;Americana;llm;fuck;
The Offspring;Americana;Have You Ever;static;ass;1
The Offspring;Americana;No Brakes;static;shit;2
The Offspring;Americana;No Brakes;llm;shit;
The Offspring;Americana;Pay the Man / Pretty Fly (reprise);static;ass;67
The Offspring;Americana;Pay the Man / Pretty Fly (reprise);static;crap;3
The Offspring;Americana;Pay the Man / Pretty Fly (reprise);static;damn;2
The Offspring;Americana;Pay the Man / Pretty Fly (reprise);static;hell;4
The Offspring;Americana;Pay the Man / Pretty Fly (reprise);static;cunt;1
The Offspring;Americana;Pay the Man / Pretty Fly (reprise);static;pic;14
The Offspring;Americana;Pay the Man / Pretty Fly (reprise);static;sra;2
The Offspring;Americana;Pretty Fly (For a White Guy);static;ass;2
The Offspring;Americana;Pretty Fly (For a White Guy);llm;shit;
The Offspring;Americana;Pretty Fly (For a White Guy);llm;asshole;
The Offspring;Americana;Pretty Fly (For a White Guy);llm;bitch;
The Offspring;Americana;She's Got Issues;static;shit;1
The Offspring;Americana;She's Got Issues;llm;shit;
The Offspring;Americana;Staring at the Sun;static;damn;2
The Offspring;Americana;Staring at the Sun;llm;damn;
The Offspring;Americana;The Kids Aren't Alright;static;damn;1
The Offspring;Americana;The Kids Aren't Alright;static;hell;1
The Offspring;Americana;The Kids Aren't Alright;llm;damn;
The Offspring;Americana;The Kids Aren't Alright;llm;hell;
The Offspring;Americana;Walla Walla;static;shit;1
The Offspring;Americana;Walla Walla;llm;damn;
The Offspring;Americana;Walla Walla;llm;hell;
The Offspring;Americana;Why Don't You Get a Job?;static;bitch;1
The Offspring;Americana;Why Don't You Get a Job?;static;ass;1
The Offspring;Americana;Why Don't You Get a Job?;static;dick;1
The Offspring;Americana;Why Don't You Get a Job?;llm;bitch;
The Offspring;Americana;Why Don't You Get a Job?;llm;dick;
The Offspring;Conspiracy of One;Dammit, I Changed Again;llm;dammit;
The Offspring;Conspiracy of One;Million Miles Away;static;ass;2
The Offspring;Conspiracy of One;One Fine Day;static;shit;1
The Offspring;Conspiracy of One;One Fine Day;llm;shit;
The Offspring;Conspiracy of One;Original Prankster;static;shit;1
The Offspring;Conspiracy of One;Original Prankster;static;damn;1
The Offspring;Conspiracy of One;Original Prankster;llm;shit;
The Offspring;Conspiracy of One;Original Prankster;llm;goddamn;
The Offspring;Conspiracy of One;Special Delivery;static;hell;1
The Offspring;Days Go By;Cruising California (Bumpin’ in My Trunk);static;ass;5
The Offspring;Days Go By;Days Go By;static;pic;1
The Offspring;Days Go By;OC Guns;static;ass;1
The Offspring;Days Go By;OC Guns;llm;fuck;
The Offspring;Days Go By;OC Guns;llm;shit;
The Offspring;Days Go By;OC Guns;llm;bitch;
The Offspring;Days Go By;OC Guns;llm;asshole;
The Offspring;Days Go By;OC Guns;llm;bastard;
The Offspring;Days Go By;OC Guns;llm;damn;
The Offspring;Days Go By;OC Guns;llm;hell;
The Offspring;Days Go By;OC Guns;llm;crap;
The Offspring;Days Go By;OC Guns;llm;cunt;
The Offspring;Days Go By;OC Guns;llm;motherfucker;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;shit;90
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;bitch;52
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;fuck;107
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;motherfucker;9
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;hell;5
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;dick;7
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;ass;38
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;damn;19
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;crap;2
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;piss;4
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;bastard;1
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);static;pic;12
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;fuck;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;shit;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;bitch;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;asshole;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;bastard;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;damn;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;hell;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;crap;
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);llm;motherfucker;
The Offspring;Days Go By;The Future Is Now;static;ass;1
The Offspring;Days Go By;Turning Into You;static;pic;1
The Offspring;Days Go By;Turning Into You;llm;God;
The Offspring;Ignition;Burn It Up;static;bitch;3
The Offspring;Ignition;Burn It Up;llm;bitch;
The Offspring;Ignition;L.A.P.D.;static;damn;1
The Offspring;Ignition;L.A.P.D.;llm;shit;
The Offspring;Ignition;L.A.P.D.;llm;damn;
The Offspring;Ignition;L.A.P.D.;llm;fuck;
The Offspring;Ignition;No Hero;static;fuck;5
