band;album;song;substance
Sonic Youth;Goo;Cinderella’s Big Score;cigarettes
Sonic Youth;Hidros 3;Part 4 - Voice;weed
Sonic Youth;Hidros 3;Part 4 - Voice;alcohol
Sonic Youth;Murray Street;Karen Revisited;pills
Sonic Youth;Murray Street;Karen Revisited;alcohol
Sonic Youth;Murray Street;Plastic Sun;grass
Sonic Youth;NYC Ghosts & Flowers;Side2Side;drugs
Sonic Youth;NYC Ghosts & Flowers;Small Flowers Crack Concrete;alcohol
Sonic Youth;NYC Ghosts & Flowers;Small Flowers Crack Concrete;marijuana
Sonic Youth;Rather Ripped;Do You Believe in Rapture;alcohol
Sonic Youth;Rather Ripped;Do You Believe in Rapture;wine
Sonic Youth;Rather Ripped;The Neutral;cigarettes
Sonic Youth;Sister;(I Got a) Catholic Block;alcohol
Sonic Youth;Sister;(I Got a) Catholic Block;weed
Sonic Youth;Sonic Nurse;Dripping Dream;alcohol
Sonic Youth;Terrastock 5;Button;alcohol
Sonic Youth;Terrastock 5;Feel the Breath of the Woods Upon Your Heart, Part Two;alcohol
Sonic Youth;Terrastock 5;The Passing of the River Waltz;weed
Sonic Youth;Terrastock 5;The Passing of the River Waltz;alcohol
Sonic Youth;Terrastock 5;Water Sinks Into Fire;alcohol
Sonic Youth;The Eternal: Sonik Tooth Box;What We Know;alcohol
Sonic Youth;Washing Machine;Junkie’s Promise;heroin
Sonic Youth;Washing Machine;Skip Tracer;alcohol
Sonic Youth;Washing Machine;Washing Machine;alcohol
Soul Asylum;And the Horse They Rode In On;Bitter Pill;alcohol
Soul Asylum;And the Horse They Rode In On;Nice Guys (Don’t Get Paid);wine
Soul Asylum;Candy From a Stranger;Close;drugs
Soul Asylum;Candy From a Stranger;Cradle Chain;alcohol
Soul Asylum;Change of Fortune;Change of Fortune;alcohol
Soul Asylum;Change of Fortune;Doomsday;alcohol
Soul Asylum;Change of Fortune;Doomsday;smoking
Soul Asylum;Change of Fortune;Moonshine;moonshine
Soul Asylum;Delayed Reaction;By the Way;alcohol
Soul Asylum;Delayed Reaction;Good Morning Good Morning;alcohol
Soul Asylum;Delayed Reaction;Leave This Town;alcohol
Soul Asylum;Delayed Reaction;Pipe Dream;alcohol
Soul Asylum;Delayed Reaction;The Streets;alcohol
Soul Asylum;Grave Dancers Union;New World;alcohol
Soul Asylum;Hang Time;Cartoon;beer
Soul Asylum;Hang Time;Jack of All Trades;alcohol
Soul Asylum;Hang Time;Twiddly Dee;rum
Soul Asylum;Hurry Up and Wait;Breezer Burn;smoking
Soul Asylum;Hurry Up and Wait;Breezer Burn;alcohol
Soul Asylum;Hurry Up and Wait;Dead Letter;alcohol
Soul Asylum;Hurry Up and Wait;Dead Letter;drugs
Soul Asylum;Hurry Up and Wait;Hopped Up Feelin';alcohol
Soul Asylum;Hurry Up and Wait;Social Butterfly;alcohol
Soul Asylum;Hurry Up and Wait;The Beginning;alcohol
Soul Asylum;Let Your Dim Light Shine;Bittersweetheart;alcohol
Soul Asylum;Let Your Dim Light Shine;Crawl;beer
Soul Asylum;Let Your Dim Light Shine;Eyes of a Child;alcohol
Soul Asylum;Let Your Dim Light Shine;Eyes of a Child;weed
Soul Asylum;Let Your Dim Light Shine;Eyes of a Child;cocaine
Soul Asylum;Let Your Dim Light Shine;Eyes of a Child;heroin
Soul Asylum;Let Your Dim Light Shine;Tell Me When;alcohol
Soul Asylum;Let Your Dim Light Shine;To My Own Devices;alcohol
Soul Asylum;Made to Be Broken;Ain’t That Tough;alcohol
Soul Asylum;Made to Be Broken;Can’t Go Back;beer
Soul Asylum;Made to Be Broken;Made to Be Broken;drugs
Soul Asylum;Made to Be Broken;Ship of Fools;alcohol
Soul Asylum;Made to Be Broken;Ship of Fools;beer
Soul Asylum;Say What You Will, Clarence... Karl Sold the Truck;Happy;alcohol
Soul Asylum;Say What You Will, Clarence... Karl Sold the Truck;Sick of That Song;alcohol
Soul Asylum;Say What You Will, Clarence... Karl Sold the Truck;Sick of That Song;drugs
Soul Asylum;Say What You Will, Clarence... Karl Sold the Truck;Voodoo Doll;pills
Soul Asylum;Say What You Will, Clarence... Karl Sold the Truck;Voodoo Doll;alcohol
Soul Asylum;Slowly but Shirley;High & Dry;alcohol
Soul Asylum;Slowly but Shirley;If You Want It Back;weed
Soul Asylum;Slowly but Shirley;If You Want It Back;alcohol
Soul Asylum;Slowly but Shirley;Tryin’ Man;drugs
Soul Asylum;Slowly but Shirley;Waiting on the Lord;alcohol
Soul Asylum;The Silver Lining;Black Gold;alcohol
Soul Asylum;The Silver Lining;Lately;alcohol
Soul Asylum;The Silver Lining;Oxygen;alcohol
Soul Asylum;The Silver Lining;Oxygen;pills
Soul Asylum;The Silver Lining;Stand Up and Be Strong;pills
Soul Asylum;The Silver Lining;Summer of Drugs;alcohol
Soul Asylum;The Silver Lining;Summer of Drugs;weed
Soul Asylum;The Silver Lining;Summer of Drugs;speed
Soul Asylum;The Silver Lining;Summer of Drugs;acid
Soul Asylum;While You Were Out;Carry On;alcohol
Soul Asylum;While You Were Out;Carry On;hang-ups
Soul Asylum;While You Were Out;Closer to the Stars;drugs
Soundgarden;Badmotorfinger;Drawing Flies;cigarettes
Soundgarden;Badmotorfinger;Outshined;alcohol
Soundgarden;Down on the Upside;Boot Camp;weed
Soundgarden;Down on the Upside;Burden in My Hand;alcohol
Soundgarden;Down on the Upside;Overfloater;alcohol
Soundgarden;Down on the Upside;Overfloater;weed
Soundgarden;King Animal;Been Away Too Long;alcohol
Soundgarden;King Animal;Black Saturday;alcohol
Soundgarden;King Animal;By Crooked Steps;alcohol
Soundgarden;Superunknown;Kickstand;alcohol
Soundgarden;Superunknown;Let Me Drown;wine
Stiff Little Fingers;Flags & Emblems;The Cosh;alcohol
Stiff Little Fingers;Flags & Emblems;The Cosh;weed
Stiff Little Fingers;Get a Life;Baby Blue (What Have They Been Telling You?);alcohol
Stiff Little Fingers;Get a Life;Harp;cocaine
Stiff Little Fingers;Get a Life;Harp;crack
Stiff Little Fingers;Get a Life;Walk Away;wine
Stiff Little Fingers;Get a Life;Walk Away;alcohol
Stiff Little Fingers;Go for It;Roots, Radicals, Rockers and Reggae;weed
Stiff Little Fingers;No Going Back;Don't Mind Me;alcohol
Stiff Little Fingers;No Going Back;Don't Mind Me;weed
Stiff Little Fingers;No Going Back;Good Luck With That;beer
Stiff Little Fingers;No Going Back;Good Luck With That;alcohol
Stiff Little Fingers;No Going Back;Good Luck With That;wine
Stiff Little Fingers;No Going Back;Good Luck With That;ale
Stiff Little Fingers;No Going Back;I Just Care About Me;weed
Stiff Little Fingers;No Going Back;One Man Island;rum
Stiff Little Fingers;No Going Back;When We Were Young;alcohol
Stiff Little Fingers;No Going Back;When We Were Young;whisky
Stiff Little Fingers;Now Then…;Bits of Kids;beer
Stiff Little Fingers;Now Then…;Falling Down;alcohol
Stiff Little Fingers;Now Then…;Stands to Reason;alcohol
Stiff Little Fingers;Now Then…;Welcome to the Whole Week;alcohol
Stiff Little Fingers;Now Then…;Welcome to the Whole Week;weed
Stiff Little Fingers;Tinderbox;Dust in My Eye;alcohol
Stiff Little Fingers;Tinderbox;Roaring Boys (Part One);wine
Stiff Little Fingers;Tinderbox;Roaring Boys (Part Two);alcohol
Stiff Little Fingers;Tinderbox;The Message;weed
Stiff Little Fingers;Tinderbox;The Message;alcohol
Sublime;40 oz. to Freedom;40 oz. to Freedom;alcohol
Sublime;40 oz. to Freedom;5446 That’s My Number / Ball and Chain;beer
Sublime;40 oz. to Freedom;Badfish;alcohol
Sublime;40 oz. to Freedom;Badfish;beer
Sublime;40 oz. to Freedom;Chica Me Tipo;alcohol
Sublime;40 oz. to Freedom;D.J.s;alcohol
Sublime;40 oz. to Freedom;D.J.s;weed
Sublime;40 oz. to Freedom;Date Rape;alcohol
Sublime;40 oz. to Freedom;Don’t Push;alcohol
Sublime;40 oz. to Freedom;Don’t Push;weed
Sublime;40 oz. to Freedom;Don’t Push;cocaine
Sublime;40 oz. to Freedom;Ebin;alcohol
Sublime;40 oz. to Freedom;Ebin;weed
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;weed
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;cigarettes
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;alcohol
Sublime;40 oz. to Freedom;Live at E’s;alcohol
Sublime;40 oz. to Freedom;New Song;heroin
Sublime;40 oz. to Freedom;New Song;alcohol
Sublime;40 oz. to Freedom;New Thrash;alcohol
Sublime;40 oz. to Freedom;New Thrash;drugs
Sublime;40 oz. to Freedom;Right Back;beer
Sublime;40 oz. to Freedom;Smoke Two Joints;weed
Sublime;40 oz. to Freedom;Smoke Two Joints;marijuana
Sublime;40 oz. to Freedom;Smoke Two Joints;cigarettes
Sublime;40 oz. to Freedom;Thanx;beer
Sublime;40 oz. to Freedom;Thanx;alcohol
Sublime;40 oz. to Freedom;Waiting for My Ruca;alcohol
Sublime;40 oz. to Freedom;What Happened;alcohol
Sublime;40 oz. to Freedom;What Happened;weed
Sublime;Jah Won’t Pay the Bills;Badfish;alcohol
Sublime;Jah Won’t Pay the Bills;D.J.s;weed
Sublime;Jah Won’t Pay the Bills;D.J.s;alcohol
Sublime;Jah Won’t Pay the Bills;Date Rape;alcohol
Sublime;Jah Won’t Pay the Bills;Don’t Push;alcohol
Sublime;Jah Won’t Pay the Bills;Don’t Push;weed
Sublime;Jah Won’t Pay the Bills;Don’t Push;marijuana
Sublime;Jah Won’t Pay the Bills;Don’t Push;cocaine
Sublime;Jah Won’t Pay the Bills;Don’t Push;heroin
Sublime;Jah Won’t Pay the Bills;Don’t Push;meth
Sublime;Jah Won’t Pay the Bills;Don’t Push;lsd
Sublime;Jah Won’t Pay the Bills;Don’t Push;ecstasy
Sublime;Jah Won’t Pay the Bills;Don’t Push;pills
Sublime;Jah Won’t Pay the Bills;Don’t Push;nicotine
Sublime;Jah Won’t Pay the Bills;Don’t Push;cigarettes
Sublime;Jah Won’t Pay the Bills;Had a DAT;alcohol
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;weed
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;cigarettes
Sublime;Jah Won’t Pay the Bills;Newsong;alcohol
Sublime;Jah Won’t Pay the Bills;Newsong;heroin
Sublime;Jah Won’t Pay the Bills;Slow Ride;alcohol
Sublime;Robbin’ the Hood;All You Need;weed
Sublime;Robbin’ the Hood;Boss D.J.;rum
Sublime;Robbin’ the Hood;Cisco Kid;alcohol
Sublime;Robbin’ the Hood;Cisco Kid;smoking
Sublime;Robbin’ the Hood;Don’t Push (version) / [unknown dub] / The Farther I Go;morphine
Sublime;Robbin’ the Hood;Free Loop Dub;alcohol
Sublime;Robbin’ the Hood;Greatest-Hits;alcohol
Sublime;Robbin’ the Hood;Greatest-Hits;cigarettes
Sublime;Robbin’ the Hood;Greatest-Hits;weed
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;beer
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;alcohol
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;weed
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;acid
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;pills
Sublime;Robbin’ the Hood;Mary;weed
Sublime;Robbin’ the Hood;Mary;alcohol
Sublime;Robbin’ the Hood;Pool Shark (acoustic);heroin
Sublime;Robbin’ the Hood;STP;alcohol
Sublime;Robbin’ the Hood;STP;weed
Sublime;Robbin’ the Hood;STP;marijuana
Sublime;Sublime;April 29, 1992 (Miami);alcohol
Sublime;Sublime;Burritos;weed
Sublime;Sublime;Burritos;alcohol
Sublime;Sublime;Caress Me Down;alcohol
Sublime;Sublime;Garden Grove;weed
Sublime;Sublime;Garden Grove;alcohol
Sublime;Sublime;Get Ready;weed
Sublime;Sublime;Get Ready;marijuana
Sublime;Sublime;Pawn Shop;alcohol
Sublime;Sublime;Same in the End;alcohol
Sublime;Sublime;Seed;alcohol
Sublime;Sublime;Seed;weed
Sublime;Sublime;The Ballad of Johnny Butt;heroin
Sublime;Sublime;Under My Voodoo;weed
Sublime;Sublime;What I Got;weed
Sublime;Sublime;What I Got;cigarettes
Sublime;Sublime;What I Got;alcohol
Sublime;Sublime;What I Got (reprise);cigarettes
Sublime;Sublime;What I Got (reprise);pot
Sublime;Sublime;What I Got (reprise);alcohol
Sublime;Sublime;Wrong Way;cigarettes
Sublime;Sublime;Wrong Way;alcohol
Sublime;Until The Sun Explodes;Ensenada;alcohol
Talking Heads;Fear of Music;Drugs;drugs
Talking Heads;Fear of Music;Mind;drugs
Talking Heads;More Songs About Buildings and Food;Take Me to the River;cigarettes
Talking Heads;Naked;Big Daddy;alcohol
Talking Heads;Naked;Mommy Daddy You and I;alcohol
Talking Heads;Naked;Mr. Jones;beer
Talking Heads;Naked;Mr. Jones;alcohol
Talking Heads;Sounds From True Stories;Brownie’s Theme;weed
Talking Heads;Sounds From True Stories;Brownie’s Theme;alcohol
Talking Heads;Sounds From True Stories;Cocktail Desperado;alcohol
Talking Heads;Sounds From True Stories;Cocktail Desperado;weed
Talking Heads;Sounds From True Stories;Cocktail Desperado;marijuana
Talking Heads;Sounds From True Stories;Cocktail Desperado;cocaine
Talking Heads;Sounds From True Stories;Cocktail Desperado;heroin
Talking Heads;Sounds From True Stories;Cocktail Desperado;meth
Talking Heads;Sounds From True Stories;Cocktail Desperado;lsd
Talking Heads;Sounds From True Stories;Cocktail Desperado;ecstasy
Talking Heads;Sounds From True Stories;Cocktail Desperado;pills
Talking Heads;Sounds From True Stories;Cocktail Desperado;nicotine
Talking Heads;Sounds From True Stories;Cocktail Desperado;cigarettes
Talking Heads;Sounds From True Stories;Dinner Music;dope
Talking Heads;Sounds From True Stories;Freeway Son;alcohol
Talking Heads;Sounds From True Stories;Mall Muzak;beer
Talking Heads;Sounds From True Stories;Soy de Tejas;beer
Talking Heads;Sounds From True Stories;Soy de Tejas;alcohol
Talking Heads;Sounds From True Stories;Soy de Tejas;weed
Talking Heads;Speaking in Tongues;I Get Wild/Wild Gravity;cigarettes
Talking Heads;Speaking in Tongues;Moon Rocks;alcohol
Talking Heads;Speaking in Tongues;Pull Up the Roots;alcohol
Talking Heads;True Stories Soundtrack;Brownie’s Theme;weed
Talking Heads;True Stories Soundtrack;Brownie’s Theme;alcohol
Talking Heads;True Stories Soundtrack;Brownie’s Theme;pills
Talking Heads;True Stories Soundtrack;Buster’s Theme;alcohol
Talking Heads;True Stories Soundtrack;Cocktail Desperado;alcohol
Talking Heads;True Stories Soundtrack;Cocktail Desperado;weed
Talking Heads;True Stories Soundtrack;Cocktail Desperado;marijuana
Talking Heads;True Stories Soundtrack;Cocktail Desperado;pills
Talking Heads;True Stories Soundtrack;Dinner Music;alcohol
Talking Heads;True Stories Soundtrack;Mall Muzak;beer
The 4‐Skins;A Fistful of 4 Skins;Forgotten Hero;alcohol
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;alcohol
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;weed
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;nicotine
The 4‐Skins;A Fistful of 4 Skins;The Gambler;wine
The 4‐Skins;A Fistful of 4 Skins;The Gambler;alcohol
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;alcohol
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;weed
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;alcohol
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;weed
The 4‐Skins;The Good, the Bad & The 4 Skins;Jack the Lad;alcohol
The 4‐Skins;The Good, the Bad & The 4 Skins;Jack the Lad;beer
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;alcohol
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;weed
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;cocaine
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;nicotine
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;weed
The 4‐Skins;The Good, the Bad & The 4 Skins;One Law for Them (live);weed
The 4‐Skins;The Good, the Bad & The 4 Skins;Plastic Gangsters;alcohol
The 4‐Skins;The Good, the Bad & The 4 Skins;Remembrance Day;alcohol
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);weed
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);marijuana
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);alcohol
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);beer
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);whiskey
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);vodka
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);gin
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);pills
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);ecstasy
The 4‐Skins;The Return;I Don't Care;alcohol
The 4‐Skins;The Return;I Don't Care;weed
The 4‐Skins;The Return;Take No More;weed
The 4‐Skins;The Return;Take No More;alcohol
The 4‐Skins;The Return;Thanks for the Memories;alcohol
The 4‐Skins;The Return;Thanks for the Memories;liquor
The 4‐Skins;The Return;The Return;alcohol
The 4‐Skins;The Return;The Return;weed
The BossHoss;Back to the Boots;Good so Bad;alcohol
The BossHoss;Back to the Boots;Good so Bad;moonshine
The BossHoss;Back to the Boots;Grill em al;whiskey
The BossHoss;Back to the Boots;One More Time;weed
The BossHoss;Back to the Boots;One More Time;marijuana
The BossHoss;Back to the Boots;Too much;whiskey
The BossHoss;Back to the Boots;Too much;alcohol
The BossHoss;Black Is Beautiful;What Could Possibly Go Wrong;alcohol
The BossHoss;Black Is Beautiful;What Could Possibly Go Wrong;whiskey
The BossHoss;Black Is Beautiful;What Could Possibly Go Wrong;beer
The BossHoss;Do Or Die;Boon and Bain;alcohol
The BossHoss;Do Or Die;Boon and Bain;cocaine
The BossHoss;Do Or Die;Boon and Bain;weed
The BossHoss;Dos Bros;I’m Coming Home;alcohol
The BossHoss;Dos Bros;Joyridin’;whiskey
The BossHoss;Dos Bros;Star of the Roadcrew;beer
The BossHoss;Dos Bros;Tennessee Woman;alcohol
The BossHoss;Dos Bros;Tennessee Woman;beer
The BossHoss;Dos Bros;Wait for Me;cocaine
The BossHoss;Dos Bros;Wait for Me;hash
The BossHoss;Dos Bros;Wait for Me;booze
The BossHoss;Dos Bros;Wait for Me;pills
The BossHoss;Electric Horsemen;Country Girl;whiskey
The BossHoss;Electric Horsemen;Country Girl;moonshine
The BossHoss;Electric Horsemen;Never Say Never;beer
The BossHoss;Electric Horsemen;Never Say Never;alcohol
The BossHoss;Electric Horsemen;Ride With Us;alcohol
The BossHoss;Flames of Fame;A Little More More More;dope
The BossHoss;Flames of Fame;Do It;alcohol
The BossHoss;Flames of Fame;Eager Beaver;alcohol
The BossHoss;Flames of Fame;Easy to Love You;dope
The BossHoss;Flames of Fame;God Loves Cowboys;alcohol
The BossHoss;Flames of Fame;God Loves Cowboys;weed
The BossHoss;Flames of Fame;My Personal Song;alcohol
The BossHoss;Internashville Urban Hymns;All the Things She Said;alcohol
The BossHoss;Internashville Urban Hymns;All the Things She Said;weed
The BossHoss;Internashville Urban Hymns;All the Things She Said;cocaine
The BossHoss;Internashville Urban Hymns;All the Things She Said;pills
The BossHoss;Internashville Urban Hymns;Drowned in Lake Daniels;alcohol
The BossHoss;Internashville Urban Hymns;Eyes Without a Face;alcohol
The BossHoss;Internashville Urban Hymns;Eyes Without a Face;weed
The BossHoss;Internashville Urban Hymns;Hot in Herre;weed
The BossHoss;Internashville Urban Hymns;Hot in Herre;alcohol
The BossHoss;Internashville Urban Hymns;Loser;weed
The BossHoss;Internashville Urban Hymns;Loser;marijuana
The BossHoss;Internashville Urban Hymns;Loser;cocaine
The BossHoss;Internashville Urban Hymns;Loser;alcohol
The BossHoss;Internashville Urban Hymns;Remedy;alcohol
The BossHoss;Internashville Urban Hymns;Seven Nation Army;cigarettes
The BossHoss;Liberty of Action;Don't Gimme That (music video);alcohol
The BossHoss;Liberty of Action;Don't Gimme That (music video);beer
The BossHoss;Liberty of Action;Liberty of Action;weed
The BossHoss;Low Voltage;Gay Bar;alcohol
The BossHoss;Low Voltage;Remedy;alcohol
The BossHoss;Low Voltage;Rodeo Radio;alcohol
The BossHoss;Low Voltage;Rodeo Radio;cigarettes
The BossHoss;Low Voltage;Rodeo Radio;moonshine
The BossHoss;Rodeo Radio;Ça Plane Pour Moi;whisky
The BossHoss;Rodeo Radio;Ça Plane Pour Moi;biere
The BossHoss;Rodeo Radio;Ça Plane Pour Moi;alcohol
The BossHoss;Rodeo Radio;Rodeo Radio;beer
The BossHoss;Rodeo Radio;Rodeo Radio;cigarettes
The BossHoss;Rodeo Radio;Rodeo Radio;alcohol
The BossHoss;Rodeo Radio;Shake A Leg;beer
The BossHoss;Stallion Battalion;Drop It Like It’s Hot;weed
The BossHoss;Stallion Battalion;Drop It Like It’s Hot;alcohol
The BossHoss;Stallion Battalion;High;weed
The BossHoss;Stallion Battalion;High;marijuana
The BossHoss;Stallion Battalion;High;alcohol
The BossHoss;Stallion Battalion;High;drink
The BossHoss;Stallion Battalion;José and Myling;alcohol
The BossHoss;Stallion Battalion;Monkey Business;beer
The Clash;Combat Rock;Car Jamming;cigarettes
The Clash;Combat Rock;Car Jamming;alcohol
The Clash;Combat Rock;Ghetto Defendant;alcohol
The Clash;Combat Rock;Ghetto Defendant;weed
The Clash;Combat Rock;Ghetto Defendant;heroin
The Clash;Combat Rock;Ghetto Defendant;pills
The Clash;Combat Rock;Overpowered by Funk;alcohol
The Clash;Combat Rock;Red Angel Dragnet;weed
The Clash;Combat Rock;Red Angel Dragnet;marijuana
The Clash;Combat Rock;Red Angel Dragnet;alcohol
The Clash;Combat Rock;Straight to Hell;alcohol
The Clash;Combat Rock;Straight to Hell;drugs
The Clash;Cut the Crap;Are You Red..y;vodka
The Clash;Cut the Crap;Are You Red..y;rye
The Clash;Cut the Crap;Life Is Wild;cigarettes
The Clash;Cut the Crap;Play to Win;alcohol
The Clash;Cut the Crap;We Are the Clash;alcohol
The Clash;Give ’Em Enough Rope;Cheapskates;alcohol
The Clash;Give ’Em Enough Rope;Cheapskates;cocaine
The Clash;Give ’Em Enough Rope;Drug‐Stabbing Time;drugs
The Clash;Give ’Em Enough Rope;Drug‐Stabbing Time;alcohol
The Clash;Give ’Em Enough Rope;Julie’s Been Working for the Drug Squad;alcohol
The Clash;Give ’Em Enough Rope;Julie’s Been Working for the Drug Squad;lsd
The Clash;Give ’Em Enough Rope;Safe European Home;weed
The Clash;Give ’Em Enough Rope;Safe European Home;alcohol
The Clash;Give ’Em Enough Rope;Stay Free;alcohol
The Clash;Give ’Em Enough Rope;Stay Free;cigarettes
The Clash;London Calling;Four Horsemen;weed
The Clash;London Calling;Four Horsemen;alcohol
The Clash;London Calling;Koka Kola;alcohol
The Clash;London Calling;Koka Kola;cocaine
The Clash;London Calling;Lost in the Supermarket;alcohol
The Clash;London Calling;Revolution Rock;beer
The Clash;London Calling;Revolution Rock;alcohol
The Clash;London Calling;Revolution Rock;pills
The Clash;London Calling;Rudie Can’t Fail;alcohol
The Clash;London Calling;The Card Cheat;opium
The Clash;London Calling;The Card Cheat;gin
The Clash;London Calling;The Right Profile;alcohol
The Clash;London Calling;The Right Profile;pills
The Clash;Sandinista!;Junco Partner;alcohol
The Clash;Sandinista!;Junco Partner;beer
The Clash;Sandinista!;Junco Partner;whiskey
The Clash;Sandinista!;Junkie Slip;heroin
The Clash;Sandinista!;Junkie Slip;alcohol
The Clash;Sandinista!;Lets Go Crazy;ganja
The Clash;Sandinista!;Lets Go Crazy;alcohol
The Clash;Sandinista!;Lightning Strikes (Not Once but Twice);booze
The Clash;Sandinista!;Somebody Got Murdered;alcohol
The Clash;Sandinista!;Somebody Got Murdered;weed
The Clash;Sandinista!;The Leader;vodka
The Clash;Sandinista!;The Magnificent Seven;alcohol
The Clash;Sandinista!;The Sound of Sinners;alcohol
The Clash;The Clash;Cheat;alcohol
The Clash;The Clash;Cheat;drugs
The Clash;The Clash;Deny;weed
The Clash;The Clash;Garageland;alcohol
The Clash;The Clash;I’m So Bored With the U.S.A.;alcohol
The Clash;The Clash;Janie Jones;alcohol
The Clash;The Clash;Janie Jones;weed
The Clash;The Clash;Protex Blue;alcohol
The Clash;The Clash;What’s My Name;alcohol
The Cramps;A Date with Elvis;Cornfed Dames;alcohol
The Cramps;A Date with Elvis;It's Just That Song;alcohol
The Cramps;Big Beat From Badsville;Burn She-Devil, Burn;alcohol
The Cramps;Big Beat From Badsville;Burn She-Devil, Burn;weed
The Cramps;Big Beat From Badsville;Cramp Stomp;alcohol
The Cramps;Big Beat From Badsville;It Thing Hard-On;alcohol
The Cramps;Big Beat From Badsville;Sheena’s in a Goth Gang;cocaine
The Cramps;Big Beat From Badsville;Wet Nightmare;alcohol
The Cramps;Fiends of Dope Island;Dopefiend Boogie;alcohol
The Cramps;Fiends of Dope Island;Dopefiend Boogie;drugs
The Cramps;Fiends of Dope Island;Dr. Fucker M.D. (Musical Deviant);meth
The Cramps;Fiends of Dope Island;Dr. Fucker M.D. (Musical Deviant);drugs
The Cramps;Fiends of Dope Island;Dr. Fucker M.D. (Musical Deviant);pills
The Cramps;Fiends of Dope Island;Dr. Fucker M.D. (Musical Deviant);alcohol
The Cramps;Fiends of Dope Island;Elvis Fucking Christ!;drugs
The Cramps;Fiends of Dope Island;Elvis Fucking Christ!;weed
The Cramps;Fiends of Dope Island;Mojo Man From Mars;weed
The Cramps;Fiends of Dope Island;She’s Got Balls;pills
The Cramps;Fiends of Dope Island;She’s Got Balls;meth
The Cramps;Fiends of Dope Island;Taboo;alcohol
The Cramps;Fiends of Dope Island;Wrong Way Ticket;alcohol
The Cramps;Fiends of Dope Island;Wrong Way Ticket;drugs
The Cramps;Flamejob;Inside Out and Upside Down (With You);alcohol
The Cramps;Look Mom No Head!;Bend Over, I’ll Drive;alcohol
The Cramps;Look Mom No Head!;Blow Up Your Mind;alcohol
The Cramps;Look Mom No Head!;Dames, Booze, Chains and Boots;alcohol
The Cramps;Look Mom No Head!;Eyeball in My Martini;alcohol
The Cramps;Look Mom No Head!;Hipsville 29 B.C.;aspirin
The Cramps;Look Mom No Head!;Wilder Wilder Faster Faster;alcohol
The Cramps;Look Mom No Head!;Wilder Wilder Faster Faster;weed
The Cramps;Psychedelic Jungle;Natives Are Restless;alcohol
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);alcohol
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);weed
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);marijuana
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);cocaine
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);heroin
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);meth
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);lsd
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);ecstasy
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);pills
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);nicotine
The Cramps;Songs the Lord Taught Us;I’m Cramped (remastered);cigarettes
The Cramps;Songs the Lord Taught Us;Mystery Plane (original mix);alcohol
The Cramps;Songs the Lord Taught Us;Mystery Plane (original mix);drugs
The Cramps;Songs the Lord Taught Us;Strychnine;drugs
The Cramps;Songs the Lord Taught Us;The Mad Daddy (original mix);beer
The Cramps;Songs the Lord Taught Us;The Mad Daddy (original mix);wine
The Cramps;Songs the Lord Taught Us;The Mad Daddy (original mix);alcohol
