band;album;song;source;word;count;aggregated_word
Stiff Little Fingers;Go for It;Hits and Misses;static;hell;1;damn
Stiff Little Fingers;Go for It;Piccadilly Circus;static;ass;2;asshole
Stiff Little Fingers;Go for It;Piccadilly Circus;static;pic;1;asshole
Stiff Little Fingers;Go for It;Roots, Radicals, Rockers and Reggae;static;ass;3;asshole
Stiff Little Fingers;Guitar & Drum;Guitar & Drum;llm;bastard;;bastard
Stiff Little Fingers;Guitar & Drum;High & Low;llm;bloody;;violence
Stiff Little Fingers;Guitar & Drum;I Waited;static;shit;2;shit
Stiff Little Fingers;Guitar & Drum;I Waited;llm;shit;;shit
Stiff Little Fingers;Guitar & Drum;Protect & Serve;static;ass;1;asshole
Stiff Little Fingers;Guitar & Drum;Strummerville;static;ass;2;asshole
Stiff Little Fingers;Guitar & Drum;Walkin Dynamite;static;ass;2;asshole
Stiff Little Fingers;Guitar & Drum;Walkin Dynamite;static;hell;1;damn
Stiff Little Fingers;Guitar & Drum;Walkin Dynamite;static;bastard;1;bastard
Stiff Little Fingers;Guitar & Drum;Walkin Dynamite;llm;bastards;;bastard
Stiff Little Fingers;Guitar & Drum;Who Died and Made You Elvis?;static;pic;1;asshole
Stiff Little Fingers;Inflammable Material;78 RPM;static;hell;1;damn
Stiff Little Fingers;Inflammable Material;78 RPM;llm;hell;;damn
Stiff Little Fingers;Inflammable Material;78 RPM;llm;bloody;;violence
Stiff Little Fingers;Inflammable Material;Breakout;static;damn;1;damn
Stiff Little Fingers;Inflammable Material;Breakout;static;fuck;4;fuck
Stiff Little Fingers;Inflammable Material;Breakout;llm;damn;;damn
Stiff Little Fingers;Inflammable Material;Breakout;llm;fuck;;fuck
Stiff Little Fingers;Inflammable Material;Johnny Was;static;ass;2;asshole
Stiff Little Fingers;Inflammable Material;Law and Order;static;shit;1;shit
Stiff Little Fingers;Inflammable Material;Law and Order;llm;shit;;shit
Stiff Little Fingers;Inflammable Material;Rough Trade;llm;damn;;damn
Stiff Little Fingers;Inflammable Material;State of Emergency;static;pic;1;asshole
Stiff Little Fingers;Inflammable Material;Suspect Device;static;fuck;1;fuck
Stiff Little Fingers;Inflammable Material;Suspect Device;static;hell;1;damn
Stiff Little Fingers;Inflammable Material;Suspect Device;static;bastard;1;bastard
Stiff Little Fingers;Inflammable Material;Suspect Device;llm;fuck;;fuck
Stiff Little Fingers;Inflammable Material;Suspect Device;llm;bastards;;bastard
Stiff Little Fingers;Inflammable Material;Suspect Device (single version);static;hell;1;damn
Stiff Little Fingers;Inflammable Material;Suspect Device (single version);static;bastard;1;bastard
Stiff Little Fingers;Inflammable Material;Suspect Device (single version);llm;bastards;;bastard
Stiff Little Fingers;Inflammable Material;Wasted Life;static;fuck;1;fuck
Stiff Little Fingers;Inflammable Material;Wasted Life;llm;fuck;;fuck
Stiff Little Fingers;Inflammable Material;White Noise;static;pic;2;asshole
Stiff Little Fingers;Inflammable Material;White Noise;llm;fuck;;fuck
Stiff Little Fingers;Inflammable Material;White Noise;llm;shit;;shit
Stiff Little Fingers;Inflammable Material;White Noise;llm;bastard;;bastard
Stiff Little Fingers;Inflammable Material;White Noise;llm;cunt;;asshole
Stiff Little Fingers;Inflammable Material;White Noise;llm;wanker;;asshole
Stiff Little Fingers;No Going Back;Don't Mind Me;llm;fuck;;fuck
Stiff Little Fingers;No Going Back;Full Steam Backwards;static;bastard;2;bastard
Stiff Little Fingers;No Going Back;Full Steam Backwards;static;fuck;1;fuck
Stiff Little Fingers;No Going Back;Full Steam Backwards;llm;fuck;;fuck
Stiff Little Fingers;No Going Back;Full Steam Backwards;llm;bastard;;bastard
Stiff Little Fingers;No Going Back;Good Luck With That;static;ass;14;asshole
Stiff Little Fingers;No Going Back;Good Luck With That;static;pic;1;asshole
Stiff Little Fingers;No Going Back;Guilty as Sin;static;ass;14;asshole
Stiff Little Fingers;No Going Back;Guilty as Sin;static;pic;5;asshole
Stiff Little Fingers;No Going Back;I Just Care About Me;static;ass;1;asshole
Stiff Little Fingers;No Going Back;I Just Care About Me;static;piss;1;other
Stiff Little Fingers;No Going Back;I Just Care About Me;static;damn;1;damn
Stiff Little Fingers;No Going Back;I Just Care About Me;static;hell;1;damn
Stiff Little Fingers;No Going Back;I Just Care About Me;static;pic;1;asshole
Stiff Little Fingers;No Going Back;I Just Care About Me;llm;fuck;;fuck
Stiff Little Fingers;No Going Back;I Just Care About Me;llm;damn;;damn
Stiff Little Fingers;No Going Back;One Man Island;static;shit;1;shit
Stiff Little Fingers;No Going Back;One Man Island;static;ass;1;asshole
Stiff Little Fingers;No Going Back;One Man Island;llm;shit;;shit
Stiff Little Fingers;No Going Back;Since Yesterday Was Here;static;ass;3;asshole
Stiff Little Fingers;No Going Back;Since Yesterday Was Here;static;pic;2;asshole
Stiff Little Fingers;No Going Back;Throwing It All Away;static;fuck;1;fuck
Stiff Little Fingers;No Going Back;Throwing It All Away;llm;fucking;;fuck
Stiff Little Fingers;No Going Back;Trail of Tears;static;ass;4;asshole
Stiff Little Fingers;No Going Back;Trail of Tears;static;bastard;2;bastard
Stiff Little Fingers;No Going Back;Trail of Tears;llm;fuck;;fuck
Stiff Little Fingers;No Going Back;Trail of Tears;llm;shit;;shit
Stiff Little Fingers;No Going Back;Trail of Tears;llm;bastard;;bastard
Stiff Little Fingers;No Going Back;Trail of Tears;llm;damn;;damn
Stiff Little Fingers;No Going Back;Trail of Tears;llm;hell;;damn
Stiff Little Fingers;No Going Back;When We Were Young;static;ass;27;asshole
Stiff Little Fingers;No Going Back;When We Were Young;static;hell;1;damn
Stiff Little Fingers;No Going Back;When We Were Young;static;crap;1;shit
Stiff Little Fingers;No Going Back;When We Were Young;static;damn;6;damn
Stiff Little Fingers;No Going Back;When We Were Young;static;pic;1;asshole
Stiff Little Fingers;No Going Back;When We Were Young;llm;damn;;damn
Stiff Little Fingers;No Going Back;When We Were Young;llm;hell;;damn
Stiff Little Fingers;Nobody’s Heroes;At the Edge;llm;shit;;shit
Stiff Little Fingers;Nobody’s Heroes;At the Edge;llm;damn;;damn
Stiff Little Fingers;Nobody’s Heroes;Fly the Flag;llm;screw;;disgust
Stiff Little Fingers;Nobody’s Heroes;Gotta Gettaway;static;ass;2;asshole
Stiff Little Fingers;Now Then…;Falling Down;static;pic;1;asshole
Stiff Little Fingers;Now Then…;Is That What You Fought the War For?;static;ass;1;asshole
Stiff Little Fingers;Now Then…;Is That What You Fought the War For?;llm;fuck;;fuck
Stiff Little Fingers;Now Then…;Stands to Reason;static;bastard;1;bastard
Stiff Little Fingers;Now Then…;Stands to Reason;llm;bastard;;bastard
Stiff Little Fingers;Now Then…;Stands to Reason;llm;shit;;shit
Stiff Little Fingers;Now Then…;The Price of Admission;static;fuck;2;fuck
Stiff Little Fingers;Now Then…;The Price of Admission;llm;fuck;;fuck
Stiff Little Fingers;Tinderbox;Dust in My Eye;static;ass;1;asshole
Stiff Little Fingers;Tinderbox;Roaring Boys (Part One);static;ass;27;asshole
Stiff Little Fingers;Tinderbox;Roaring Boys (Part One);static;pic;5;asshole
Stiff Little Fingers;Tinderbox;The Message;static;ass;1;asshole
Stiff Little Fingers;Tinderbox;The Message;static;piss;1;other
Stiff Little Fingers;Tinderbox;The Message;static;damn;1;damn
Stiff Little Fingers;Tinderbox;The Message;static;hell;1;damn
Stiff Little Fingers;Tinderbox;The Message;static;pic;1;asshole
Stiff Little Fingers;Tinderbox;The Message;llm;fuck;;fuck
Stiff Little Fingers;Tinderbox;The Message;llm;shit;;shit
Stiff Little Fingers;Tinderbox;The Message;llm;damn;;damn
Stiff Little Fingers;Tinderbox;You Don’t Believe Me;static;ass;1;asshole
Stiff Little Fingers;Tinderbox;You Never Hear the One That Hits You;static;pic;1;asshole
Sublime;40 oz. to Freedom;40 oz. to Freedom;static;damn;1;damn
Sublime;40 oz. to Freedom;40 oz. to Freedom;llm;damn;;damn
Sublime;40 oz. to Freedom;5446 That’s My Number / Ball and Chain;llm;fuck;;fuck
Sublime;40 oz. to Freedom;5446 That’s My Number / Ball and Chain;llm;shit;;shit
Sublime;40 oz. to Freedom;D.J.s;llm;damn;;damn
Sublime;40 oz. to Freedom;D.J.s;llm;shit;;shit
Sublime;40 oz. to Freedom;Date Rape;static;hell;1;damn
Sublime;40 oz. to Freedom;Date Rape;static;ass;1;asshole
Sublime;40 oz. to Freedom;Date Rape;static;shit;1;shit
Sublime;40 oz. to Freedom;Date Rape;static;pic;1;asshole
Sublime;40 oz. to Freedom;Date Rape;llm;fuck;;fuck
Sublime;40 oz. to Freedom;Date Rape;llm;shit;;shit
Sublime;40 oz. to Freedom;Date Rape;llm;slut;;bitch
Sublime;40 oz. to Freedom;Don’t Push;static;shit;2;shit
Sublime;40 oz. to Freedom;Don’t Push;static;ass;1;asshole
Sublime;40 oz. to Freedom;Don’t Push;llm;shit;;shit
Sublime;40 oz. to Freedom;Ebin;static;ass;2;asshole
Sublime;40 oz. to Freedom;Ebin;static;fuck;1;fuck
Sublime;40 oz. to Freedom;Ebin;llm;fuck;;fuck
Sublime;40 oz. to Freedom;Hope;llm;cock;;asshole
Sublime;40 oz. to Freedom;Hope;llm;shit;;shit
Sublime;40 oz. to Freedom;KRS-One;llm;fi;;other
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;static;dick;1;asshole
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;static;damn;1;damn
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;static;shit;2;shit
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;static;fuck;1;fuck
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;llm;fuck;;fuck
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;llm;shit;;shit
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;llm;bitch;;bitch
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;llm;damn;;damn
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;llm;hell;;damn
Sublime;40 oz. to Freedom;Let’s Go Get Stoned;llm;motherfucker;;fuck
Sublime;40 oz. to Freedom;Live at E’s;static;fuck;1;fuck
Sublime;40 oz. to Freedom;Live at E’s;llm;fucking;;fuck
Sublime;40 oz. to Freedom;New Song;static;fuck;2;fuck
Sublime;40 oz. to Freedom;New Song;static;bitch;1;bitch
Sublime;40 oz. to Freedom;New Song;llm;fuck;;fuck
Sublime;40 oz. to Freedom;New Song;llm;bitch;;bitch
Sublime;40 oz. to Freedom;New Song;llm;blast;;other
Sublime;40 oz. to Freedom;New Thrash;static;fuck;1;fuck
Sublime;40 oz. to Freedom;New Thrash;llm;fucked;;fuck
Sublime;40 oz. to Freedom;Right Back;static;fuck;2;fuck
Sublime;40 oz. to Freedom;Right Back;llm;ho;;other
Sublime;40 oz. to Freedom;Scarlet Begonias;static;ass;3;asshole
Sublime;40 oz. to Freedom;Smoke Two Joints;static;ass;1;asshole
Sublime;40 oz. to Freedom;Smoke Two Joints;static;hell;1;damn
Sublime;40 oz. to Freedom;Smoke Two Joints;llm;hell;;damn
Sublime;40 oz. to Freedom;Thanx;static;ass;2;asshole
Sublime;40 oz. to Freedom;Thanx;static;hell;2;damn
Sublime;40 oz. to Freedom;Thanx;static;fuck;4;fuck
Sublime;40 oz. to Freedom;Thanx;static;damn;3;damn
Sublime;40 oz. to Freedom;Thanx;static;shit;1;shit
Sublime;40 oz. to Freedom;Thanx;llm;fuck;;fuck
Sublime;40 oz. to Freedom;Thanx;llm;goddamn;;damn
Sublime;40 oz. to Freedom;Thanx;llm;motherfucking;;fuck
Sublime;40 oz. to Freedom;Waiting for My Ruca;static;fuck;1;fuck
Sublime;40 oz. to Freedom;Waiting for My Ruca;llm;fuck;;fuck
Sublime;40 oz. to Freedom;What Happened;static;ass;2;asshole
Sublime;40 oz. to Freedom;What Happened;static;shit;1;shit
Sublime;40 oz. to Freedom;What Happened;static;piss;1;other
Sublime;40 oz. to Freedom;What Happened;llm;shit;;shit
Sublime;40 oz. to Freedom;What Happened;llm;fuck;;fuck
Sublime;Jah Won’t Pay the Bills;D.J.s;llm;fuck;;fuck
Sublime;Jah Won’t Pay the Bills;Date Rape;static;hell;1;damn
Sublime;Jah Won’t Pay the Bills;Date Rape;static;ass;1;asshole
Sublime;Jah Won’t Pay the Bills;Date Rape;static;shit;1;shit
Sublime;Jah Won’t Pay the Bills;Date Rape;static;pic;1;asshole
Sublime;Jah Won’t Pay the Bills;Date Rape;llm;fuck;;fuck
Sublime;Jah Won’t Pay the Bills;Date Rape;llm;shit;;shit
Sublime;Jah Won’t Pay the Bills;Date Rape;llm;asshole;;asshole
Sublime;Jah Won’t Pay the Bills;Date Rape;llm;cunt;;asshole
Sublime;Jah Won’t Pay the Bills;Don’t Push;static;shit;2;shit
Sublime;Jah Won’t Pay the Bills;Don’t Push;static;ass;1;asshole
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;fuck;;fuck
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;shit;;shit
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;asshole;;asshole
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;bastard;;bastard
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;damn;;damn
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;hell;;damn
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;crap;;shit
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;cunt;;asshole
Sublime;Jah Won’t Pay the Bills;Don’t Push;llm;motherfucker;;fuck
Sublime;Jah Won’t Pay the Bills;Had a DAT;llm;shit;;shit
Sublime;Jah Won’t Pay the Bills;Had a DAT;llm;damn;;damn
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;static;dick;1;asshole
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;static;damn;1;damn
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;static;shit;2;shit
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;static;fuck;1;fuck
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;llm;fuck;;fuck
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;llm;shit;;shit
Sublime;Jah Won’t Pay the Bills;Lets Go Get Stoned;llm;damn;;damn
Sublime;Jah Won’t Pay the Bills;Live at E’s;static;fuck;1;fuck
Sublime;Jah Won’t Pay the Bills;Live at E’s;llm;fucking;;fuck
Sublime;Jah Won’t Pay the Bills;Newsong;static;fuck;2;fuck
Sublime;Jah Won’t Pay the Bills;Newsong;static;bitch;1;bitch
Sublime;Jah Won’t Pay the Bills;Newsong;llm;fuck;;fuck
Sublime;Jah Won’t Pay the Bills;Newsong;llm;bitch;;bitch
Sublime;Jah Won’t Pay the Bills;Newsong;llm;blast;;other
Sublime;Jah Won’t Pay the Bills;Slow Ride;static;hell;1;damn
Sublime;Jah Won’t Pay the Bills;Slow Ride;static;ass;1;asshole
Sublime;Jah Won’t Pay the Bills;Slow Ride;llm;fuck;;fuck
Sublime;Robbin’ the Hood;All You Need;static;shit;2;shit
Sublime;Robbin’ the Hood;All You Need;llm;shit;;shit
Sublime;Robbin’ the Hood;Cisco Kid;static;bitch;1;bitch
Sublime;Robbin’ the Hood;Cisco Kid;static;pic;1;asshole
Sublime;Robbin’ the Hood;Cisco Kid;llm;fuck;;fuck
Sublime;Robbin’ the Hood;Cisco Kid;llm;shit;;shit
Sublime;Robbin’ the Hood;Cisco Kid;llm;bitch;;bitch
Sublime;Robbin’ the Hood;Don’t Push (version) / [unknown dub] / The Farther I Go;static;ass;132;asshole
Sublime;Robbin’ the Hood;Don’t Push (version) / [unknown dub] / The Farther I Go;static;damn;1;damn
Sublime;Robbin’ the Hood;Don’t Push (version) / [unknown dub] / The Farther I Go;static;dick;2;asshole
Sublime;Robbin’ the Hood;Don’t Push (version) / [unknown dub] / The Farther I Go;static;crap;1;shit
Sublime;Robbin’ the Hood;Don’t Push (version) / [unknown dub] / The Farther I Go;static;pic;35;asshole
Sublime;Robbin’ the Hood;Don’t Push (version) / [unknown dub] / The Farther I Go;static;sra;1;shit
Sublime;Robbin’ the Hood;Free Loop Dub;static;fuck;1;fuck
Sublime;Robbin’ the Hood;Free Loop Dub;llm;fuck;;fuck
Sublime;Robbin’ the Hood;Freeway Time in LA County Jail;static;damn;2;damn
Sublime;Robbin’ the Hood;Freeway Time in LA County Jail;llm;damn;;damn
Sublime;Robbin’ the Hood;Greatest-Hits;static;shit;7;shit
Sublime;Robbin’ the Hood;Greatest-Hits;llm;shit;;shit
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;static;fuck;9;fuck
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;static;shit;2;shit
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;static;motherfucker;2;fuck
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;llm;fuck;;fuck
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;llm;shit;;shit
Sublime;Robbin’ the Hood;I Don’t Care Too Much for Reggae Dub;llm;motherfucker;;fuck
Sublime;Robbin’ the Hood;Mary;static;damn;1;damn
Sublime;Robbin’ the Hood;Mary;llm;damn;;damn
Sublime;Robbin’ the Hood;Pool Shark (acoustic);static;bitch;1;bitch
Sublime;Robbin’ the Hood;Pool Shark (acoustic);llm;bitch;;bitch
Sublime;Robbin’ the Hood;Pool Shark (original);static;ass;17;asshole
Sublime;Robbin’ the Hood;Pool Shark (original);static;crap;1;shit
Sublime;Robbin’ the Hood;Q-Ball;static;fuck;3;fuck
Sublime;Robbin’ the Hood;Q-Ball;static;ass;2;asshole
Sublime;Robbin’ the Hood;Q-Ball;llm;fuck;;fuck
Sublime;Robbin’ the Hood;Q-Ball;llm;shit;;shit
Sublime;Robbin’ the Hood;Q-Ball;llm;nigga;;other
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;static;fuck;9;fuck
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;static;hell;1;damn
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;static;ass;2;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;static;cunt;1;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;static;shit;1;shit
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;static;motherfucker;1;fuck
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;fuck;;fuck
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;shit;;shit
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;bitch;;bitch
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;asshole;;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;bastard;;bastard
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;damn;;damn
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;hell;;damn
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;cunt;;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part I;llm;motherfucker;;fuck
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;static;fuck;25;fuck
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;static;hell;1;damn
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;static;shit;2;shit
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;static;motherfucker;4;fuck
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;static;ass;1;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;static;asshole;1;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;static;bitch;1;bitch
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;fuck;;fuck
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;shit;;shit
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;bitch;;bitch
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;asshole;;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;bastard;;bastard
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;damn;;damn
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;hell;;damn
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;crap;;shit
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;cunt;;asshole
Sublime;Robbin’ the Hood;Raleigh Soliloquy, Part II;llm;motherfucker;;fuck
Sublime;Robbin’ the Hood;STP;static;fuck;1;fuck
Sublime;Robbin’ the Hood;STP;llm;fuck;;fuck
Sublime;Robbin’ the Hood;STP;llm;shit;;shit
Sublime;Robbin’ the Hood;STP;llm;ditch pig;;other
Sublime;Robbin’ the Hood;Saw Red;llm;red;;other
Sublime;Robbin’ the Hood;Work That We Do;static;ass;1;asshole
Sublime;Sublime;April 29, 1992 (Miami);static;fuck;4;fuck
Sublime;Sublime;April 29, 1992 (Miami);static;ass;1;asshole
Sublime;Sublime;April 29, 1992 (Miami);llm;fuck;;fuck
Sublime;Sublime;April 29, 1992 (Miami);llm;shit;;shit
Sublime;Sublime;April 29, 1992 (Miami);llm;hell;;damn
Sublime;Sublime;Burritos;static;shit;2;shit
Sublime;Sublime;Burritos;static;damn;1;damn
Sublime;Sublime;Burritos;llm;damn;;damn
Sublime;Sublime;Caress Me Down;llm;fuck;;fuck
Sublime;Sublime;Caress Me Down;llm;shit;;shit
Sublime;Sublime;Doin’ Time;llm;shit;;shit
Sublime;Sublime;Garden Grove;static;ass;2;asshole
Sublime;Sublime;Garden Grove;static;fuck;1;fuck
Sublime;Sublime;Garden Grove;static;shit;3;shit
Sublime;Sublime;Garden Grove;static;pic;2;asshole
Sublime;Sublime;Garden Grove;llm;fuck;;fuck
Sublime;Sublime;Garden Grove;llm;shit;;shit
Sublime;Sublime;Garden Grove;llm;shitty;;shit
Sublime;Sublime;Get Ready;static;ass;1;asshole
Sublime;Sublime;Get Ready;llm;fuck;;fuck
Sublime;Sublime;Paddle Out;static;hell;2;damn
Sublime;Sublime;Same in the End;static;hell;1;damn
Sublime;Sublime;Same in the End;static;ass;3;asshole
Sublime;Sublime;Same in the End;static;dick;1;asshole
Sublime;Sublime;Same in the End;static;bitch;1;bitch
Sublime;Sublime;Same in the End;llm;bitch;;bitch
Sublime;Sublime;Same in the End;llm;hell;;damn
Sublime;Sublime;Same in the End;llm;damn;;damn
Sublime;Sublime;Santeria;static;ass;1;asshole
Sublime;Sublime;Santeria;llm;asshole;;asshole
Sublime;Sublime;Seed;static;bitch;1;bitch
Sublime;Sublime;Seed;llm;bitch;;bitch
Sublime;Sublime;Seed;llm;god;;religious
Sublime;Sublime;The Ballad of Johnny Butt;static;shit;2;shit
Sublime;Sublime;The Ballad of Johnny Butt;llm;shit;;shit
Sublime;Sublime;Under My Voodoo;static;damn;1;damn
Sublime;Sublime;Under My Voodoo;llm;damn;;damn
Sublime;Sublime;What I Got;static;fuck;3;fuck
Sublime;Sublime;What I Got;llm;fuck;;fuck
Sublime;Sublime;What I Got;llm;motherfucker;;fuck
Sublime;Sublime;What I Got (reprise);static;fuck;2;fuck
Sublime;Sublime;What I Got (reprise);llm;fuck;;fuck
Sublime;Sublime;What I Got (reprise);llm;motherfucker;;fuck
Sublime;Sublime;Wrong Way;static;ass;1;asshole
Sublime;Sublime;Wrong Way;static;shit;1;shit
Sublime;Sublime;Wrong Way;static;pic;1;asshole
Sublime;Sublime;Wrong Way;llm;shit;;shit
Sublime;Sublime;Wrong Way;llm;damn;;damn
Sublime;Sublime;Wrong Way;llm;asshole;;asshole
Sublime;Sublime;Wrong Way;llm;fuck;;fuck
Sublime;Until The Sun Explodes;Ensenada;static;fuck;1;fuck
Sublime;Until The Sun Explodes;Ensenada;llm;fuck;;fuck
Sublime;Until The Sun Explodes;Ensenada;llm;shit;;shit
Sublime;Until The Sun Explodes;Maybe Partying Will Help… Pt. 1;static;ass;18;asshole
Sublime;Until The Sun Explodes;Maybe Partying Will Help… Pt. 1;static;hell;3;damn
Sublime;Until The Sun Explodes;Maybe Partying Will Help… Pt. 1;static;pic;2;asshole
Talking Heads;Fear of Music;Animals;static;shit;1;shit
Talking Heads;Fear of Music;Animals;static;pic;1;asshole
Talking Heads;Fear of Music;Animals;llm;shit;;shit
Talking Heads;Fear of Music;Drugs;static;pic;1;asshole
Talking Heads;Fear of Music;I Zimbra;static;ass;10;asshole
Talking Heads;Fear of Music;Life During Wartime;static;ass;1;asshole
Talking Heads;Fear of Music;Life During Wartime;llm;ain't;;other
Talking Heads;Fear of Music;Life During Wartime;llm;damn;;damn
Talking Heads;Fear of Music;Paper;static;ass;6;asshole
Talking Heads;Little Creatures;And She Was;static;ass;1;asshole
Talking Heads;Little Creatures;Creatures of Love;static;ass;1;asshole
Talking Heads;Little Creatures;Give Me Back My Name;static;ass;1;asshole
Talking Heads;Little Creatures;Television Man;static;hell;1;damn
Talking Heads;Little Creatures;The Lady Don’t Mind;static;pic;1;asshole
Talking Heads;More Songs About Buildings and Food;Artists Only;static;pic;1;asshole
Talking Heads;More Songs About Buildings and Food;Found a Job;static;damn;1;damn
Talking Heads;More Songs About Buildings and Food;Found a Job;static;pic;2;asshole
Talking Heads;More Songs About Buildings and Food;Found a Job;llm;damn;;damn
Talking Heads;More Songs About Buildings and Food;Stay Hungry;static;pic;1;asshole
Talking Heads;More Songs About Buildings and Food;Take Me to the River;static;ass;1;asshole
Talking Heads;More Songs About Buildings and Food;The Big Country;static;ass;1;asshole
Talking Heads;More Songs About Buildings and Food;Warning Sign;static;ass;1;asshole
Talking Heads;Naked;Big Daddy;static;crap;1;shit
Talking Heads;Naked;Big Daddy;static;ass;1;asshole
Talking Heads;Naked;Big Daddy;static;pic;1;asshole
Talking Heads;Naked;Blind;static;hell;2;damn
Talking Heads;Naked;Blind;static;bastard;1;bastard
Talking Heads;Naked;Blind;llm;hell;;damn
Talking Heads;Naked;Blind;llm;bastards;;bastard
Talking Heads;Naked;Cool Water;static;ass;1;asshole
Talking Heads;Naked;Ruby Dear;static;hell;1;damn
Talking Heads;Naked;Totally Nude;static;ass;1;asshole
Talking Heads;Remain in Light;Born Under Punches (The Heat Goes On);static;ass;1;asshole
Talking Heads;Remain in Light;Crosseyed and Painless;static;ass;1;asshole
Talking Heads;Remain in Light;Seen and Not Seen;static;pic;1;asshole
Talking Heads;Sounds From True Stories;Brownie’s Theme;static;shit;3;shit
Talking Heads;Sounds From True Stories;Brownie’s Theme;static;bitch;4;bitch
Talking Heads;Sounds From True Stories;Brownie’s Theme;static;hell;2;damn
Talking Heads;Sounds From True Stories;Brownie’s Theme;llm;fuck;;fuck
Talking Heads;Sounds From True Stories;Brownie’s Theme;llm;shit;;shit
Talking Heads;Sounds From True Stories;Brownie’s Theme;llm;bitch;;bitch
Talking Heads;Sounds From True Stories;Buster’s Theme;static;hell;1;damn
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;fuck;24;fuck
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;motherfucker;1;fuck
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;hell;2;damn
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;bitch;9;bitch
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;ass;6;asshole
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;shit;6;shit
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;dick;3;asshole
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;crap;1;shit
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;piss;2;other
Talking Heads;Sounds From True Stories;Cocktail Desperado;static;pic;3;asshole
