band;album;song;emotion
The Exploited;Death Before Dishonour;Adding to Their Fears;aggression
The Exploited;Death Before Dishonour;Anti UK;anger
The Exploited;Death Before Dishonour;Anti UK;frustration
The Exploited;Death Before Dishonour;Anti UK;aggression
The Exploited;Death Before Dishonour;Barry Prossitt;anger
The Exploited;Death Before Dishonour;Barry Prossitt;frustration
The Exploited;Death Before Dishonour;Barry Prossitt;aggression
The Exploited;Death Before Dishonour;Barry Prossitt;hopelessness
The Exploited;Death Before Dishonour;Death Before Dishonour;anger
The Exploited;Death Before Dishonour;Death Before Dishonour;frustration
The Exploited;Death Before Dishonour;Death Before Dishonour;aggression
The Exploited;Death Before Dishonour;Don't Really Care;anger
The Exploited;Death Before Dishonour;Don't Really Care;frustration
The Exploited;Death Before Dishonour;Don't Really Care;hopelessness
The Exploited;Death Before Dishonour;Drive Me Insane;anger
The Exploited;Death Before Dishonour;Drive Me Insane;frustration
The Exploited;Death Before Dishonour;Drive Me Insane;aggression
The Exploited;Death Before Dishonour;Drive Me Insane;hopelessness
The Exploited;Death Before Dishonour;No Forgiveness;anger
The Exploited;Death Before Dishonour;No Forgiveness;aggression
The Exploited;Death Before Dishonour;No Forgiveness;hopelessness
The Exploited;Death Before Dishonour;Police Informer;anger
The Exploited;Death Before Dishonour;Police Informer;fear
The Exploited;Death Before Dishonour;Police Informer;aggression
The Exploited;Death Before Dishonour;Power Struggle;anger
The Exploited;Death Before Dishonour;Power Struggle;fear
The Exploited;Death Before Dishonour;Power Struggle;frustration
The Exploited;Death Before Dishonour;Pulling Us Down;anger
The Exploited;Death Before Dishonour;Pulling Us Down;frustration
The Exploited;Death Before Dishonour;Pulling Us Down;hopelessness
The Exploited;Death Before Dishonour;Scaling the Derry Wall;anger
The Exploited;Death Before Dishonour;Scaling the Derry Wall;aggression
The Exploited;Death Before Dishonour;Scaling the Derry Wall;hopelessness
The Exploited;Death Before Dishonour;Scaling the Derry Wall;frustration
The Exploited;Death Before Dishonour;Sexual Favours;sadness
The Exploited;Death Before Dishonour;Sexual Favours;frustration
The Exploited;Death Before Dishonour;Sexual Favours;confidence
The Exploited;Death Before Dishonour;Sexual Favours;hopelessness
The Exploited;Fuck the System;Chaos Is My Life;anger
The Exploited;Fuck the System;Chaos Is My Life;hopelessness
The Exploited;Fuck the System;Chaos Is My Life;aggression
The Exploited;Fuck the System;Fuck the System;anger
The Exploited;Fuck the System;Fuck the System;frustration
The Exploited;Fuck the System;Fuck the System;aggression
The Exploited;Fuck the System;Fucking Liar;anger
The Exploited;Fuck the System;Fucking Liar;frustration
The Exploited;Fuck the System;Fucking Liar;aggression
The Exploited;Fuck the System;Holiday in the Sun;anger
The Exploited;Fuck the System;Holiday in the Sun;frustration
The Exploited;Fuck the System;Holiday in the Sun;fear
The Exploited;Fuck the System;Holiday in the Sun;aggression
The Exploited;Fuck the System;Holiday in the Sun;hopelessness
The Exploited;Fuck the System;I Never Changed;anger
The Exploited;Fuck the System;I Never Changed;frustration
The Exploited;Fuck the System;Lie to Me;anger
The Exploited;Fuck the System;Lie to Me;frustration
The Exploited;Fuck the System;Lie to Me;hopelessness
The Exploited;Fuck the System;Never Sell Out;anger
The Exploited;Fuck the System;Never Sell Out;confidence
The Exploited;Fuck the System;Never Sell Out;aggression
The Exploited;Fuck the System;Noize Annoys;frustration
The Exploited;Fuck the System;Noize Annoys;anger
The Exploited;Fuck the System;There Is No Point;anger
The Exploited;Fuck the System;There Is No Point;frustration
The Exploited;Fuck the System;There Is No Point;hopelessness
The Exploited;Fuck the System;Violent Society;anger
The Exploited;Fuck the System;Violent Society;aggression
The Exploited;Fuck the System;Violent Society;frustration
The Exploited;Fuck the System;Violent Society;hopelessness
The Exploited;Fuck the System;Was It Me;anger
The Exploited;Fuck the System;Was It Me;frustration
The Exploited;Fuck the System;Was It Me;sadness
The Exploited;Fuck the System;Was It Me;hopelessness
The Exploited;Fuck the System;Why Are You Doing This to Me;anger
The Exploited;Fuck the System;Why Are You Doing This to Me;sadness
The Exploited;Fuck the System;Why Are You Doing This to Me;frustration
The Exploited;Fuck the System;You’re a Fucking Bastard;anger
The Exploited;Fuck the System;You’re a Fucking Bastard;aggression
The Exploited;Fuck the System;You’re a Fucking Bastard;frustration
The Exploited;Horror Epics;Dangerous Visions;fear
The Exploited;Horror Epics;Dangerous Visions;anxiety
The Exploited;Horror Epics;Dangerous Visions;hopelessness
The Exploited;Horror Epics;Dangerous Visions;aggression
The Exploited;Horror Epics;Don't Forget the Chaos;anger
The Exploited;Horror Epics;Don't Forget the Chaos;fear
The Exploited;Horror Epics;Don't Forget the Chaos;hopelessness
The Exploited;Horror Epics;Don't Forget the Chaos;aggression
The Exploited;Horror Epics;Down Below;anger
The Exploited;Horror Epics;Down Below;fear
The Exploited;Horror Epics;Down Below;hopelessness
The Exploited;Horror Epics;Forty Odd Years Ago;anger
The Exploited;Horror Epics;Forty Odd Years Ago;frustration
The Exploited;Horror Epics;Horror Epics;anger
The Exploited;Horror Epics;Horror Epics;frustration
The Exploited;Horror Epics;Horror Epics;hopelessness
The Exploited;Horror Epics;I Hate You;anger
The Exploited;Horror Epics;I Hate You;sadness
The Exploited;Horror Epics;I Hate You;frustration
The Exploited;Horror Epics;I Hate You;aggression
The Exploited;Horror Epics;Law and Order;anger
The Exploited;Horror Epics;Law and Order;frustration
The Exploited;Horror Epics;Law and Order;aggression
The Exploited;Horror Epics;Maggie;anger
The Exploited;Horror Epics;Maggie;frustration
The Exploited;Horror Epics;Maggie;aggression
The Exploited;Horror Epics;My Life;anger
The Exploited;Horror Epics;My Life;frustration
The Exploited;Horror Epics;My Life;confidence
The Exploited;Horror Epics;No More Idols;anger
The Exploited;Horror Epics;No More Idols;frustration
The Exploited;Horror Epics;No More Idols;aggression
The Exploited;Horror Epics;Treat You Like Shit;anger
The Exploited;Horror Epics;Treat You Like Shit;frustration
The Exploited;Horror Epics;Treat You Like Shit;hopelessness
The Exploited;Let’s Start a War… Said Maggie One Day;Another Day to Go Nowhere;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Another Day to Go Nowhere;sadness
The Exploited;Let’s Start a War… Said Maggie One Day;Another Day to Go Nowhere;frustration
The Exploited;Let’s Start a War… Said Maggie One Day;Another Day to Go Nowhere;hopelessness
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;aggression
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;confidence
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;frustration
The Exploited;Let’s Start a War… Said Maggie One Day;False Hopes;anger
The Exploited;Let’s Start a War… Said Maggie One Day;False Hopes;frustration
The Exploited;Let’s Start a War… Said Maggie One Day;False Hopes;hopelessness
The Exploited;Let’s Start a War… Said Maggie One Day;False Hopes;aggression
The Exploited;Let’s Start a War… Said Maggie One Day;God Saved the Queen;anger
The Exploited;Let’s Start a War… Said Maggie One Day;God Saved the Queen;aggression
The Exploited;Let’s Start a War… Said Maggie One Day;God Saved the Queen;fear
The Exploited;Let’s Start a War… Said Maggie One Day;Insanity;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Insanity;sadness
The Exploited;Let’s Start a War… Said Maggie One Day;Insanity;hopelessness
The Exploited;Let’s Start a War… Said Maggie One Day;Insanity;fear
The Exploited;Let’s Start a War… Said Maggie One Day;Insanity;aggression
The Exploited;Let’s Start a War… Said Maggie One Day;Kidology;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Kidology;frustration
The Exploited;Let’s Start a War… Said Maggie One Day;Kidology;aggression
The Exploited;Let’s Start a War… Said Maggie One Day;Let’s Start a War (Said Maggie One Day);anger
The Exploited;Let’s Start a War… Said Maggie One Day;Let’s Start a War (Said Maggie One Day);frustration
The Exploited;Let’s Start a War… Said Maggie One Day;Let’s Start a War (Said Maggie One Day);hopelessness
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;aggression
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;fear
The Exploited;Let’s Start a War… Said Maggie One Day;Psycho;frustration
The Exploited;Let’s Start a War… Said Maggie One Day;Safe Below;fear
The Exploited;Let’s Start a War… Said Maggie One Day;Safe Below;aggression
The Exploited;Let’s Start a War… Said Maggie One Day;Safe Below;hopelessness
The Exploited;Let’s Start a War… Said Maggie One Day;Safe Below;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Should We Can’t We;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Should We Can’t We;frustration
The Exploited;Let’s Start a War… Said Maggie One Day;Should We Can’t We;hopelessness
The Exploited;Let’s Start a War… Said Maggie One Day;Wankers;anger
The Exploited;Let’s Start a War… Said Maggie One Day;Wankers;frustration
The Exploited;Let’s Start a War… Said Maggie One Day;Wankers;aggression
The Exploited;Punks Not Dead;Army Life;anger
The Exploited;Punks Not Dead;Army Life;frustration
The Exploited;Punks Not Dead;Army Life;aggression
The Exploited;Punks Not Dead;Blown to Bits;anger
The Exploited;Punks Not Dead;Blown to Bits;fear
The Exploited;Punks Not Dead;Blown to Bits;aggression
The Exploited;Punks Not Dead;Cop Cars;anger
The Exploited;Punks Not Dead;Cop Cars;aggression
The Exploited;Punks Not Dead;Cop Cars;frustration
The Exploited;Punks Not Dead;Dole Q;frustration
The Exploited;Punks Not Dead;Dole Q;hopelessness
The Exploited;Punks Not Dead;Exploited Barmy Army;anger
The Exploited;Punks Not Dead;Exploited Barmy Army;aggression
The Exploited;Punks Not Dead;Exploited Barmy Army;confidence
The Exploited;Punks Not Dead;Free Flight;anger
The Exploited;Punks Not Dead;Free Flight;fear
The Exploited;Punks Not Dead;Free Flight;frustration
The Exploited;Punks Not Dead;I Believe in Anarchy;anger
The Exploited;Punks Not Dead;I Believe in Anarchy;confidence
The Exploited;Punks Not Dead;I Believe in Anarchy;aggression
The Exploited;Punks Not Dead;Mucky Pup;anger
The Exploited;Punks Not Dead;Mucky Pup;frustration
The Exploited;Punks Not Dead;Mucky Pup;irony
The Exploited;Punks Not Dead;Out of Control;anger
The Exploited;Punks Not Dead;Out of Control;frustration
The Exploited;Punks Not Dead;Out of Control;fear
The Exploited;Punks Not Dead;Out of Control;aggression
The Exploited;Punks Not Dead;Punk's Not Dead;anger
The Exploited;Punks Not Dead;Punk's Not Dead;confidence
The Exploited;Punks Not Dead;Punk's Not Dead;aggression
The Exploited;Punks Not Dead;Ripper;irony
The Exploited;Punks Not Dead;Ripper;fear
The Exploited;Punks Not Dead;Royalty;anger
The Exploited;Punks Not Dead;Royalty;aggression
The Exploited;Punks Not Dead;Royalty;frustration
The Exploited;Punks Not Dead;Royalty;hopelessness
The Exploited;Punks Not Dead;SPG;anger
The Exploited;Punks Not Dead;SPG;aggression
The Exploited;Punks Not Dead;SPG;frustration
The Exploited;Punks Not Dead;Sex and Violence;anger
The Exploited;Punks Not Dead;Sex and Violence;aggression
The Exploited;Punks Not Dead;Sex and Violence;frustration
The Exploited;Punks Not Dead;Son of a Copper;anger
The Exploited;Punks Not Dead;Son of a Copper;frustration
The Exploited;Punks Not Dead;Son of a Copper;aggression
The Exploited;Punks Not Dead;Son of a Copper;fear
The Exploited;The Massacre;About to Die;fear
The Exploited;The Massacre;About to Die;anger
The Exploited;The Massacre;About to Die;hopelessness
The Exploited;The Massacre;About to Die;aggression
The Exploited;The Massacre;Blown Out of the Sky;anger
The Exploited;The Massacre;Blown Out of the Sky;frustration
The Exploited;The Massacre;Blown Out of the Sky;hopelessness
The Exploited;The Massacre;Boys in Blue;anger
The Exploited;The Massacre;Boys in Blue;fear
The Exploited;The Massacre;Boys in Blue;frustration
The Exploited;The Massacre;Dog Soldier;anger
The Exploited;The Massacre;Dog Soldier;aggression
The Exploited;The Massacre;Dog Soldier;fear
The Exploited;The Massacre;Don’t Pay the Poll Tax;anger
The Exploited;The Massacre;Don’t Pay the Poll Tax;frustration
The Exploited;The Massacre;Don’t Pay the Poll Tax;aggression
The Exploited;The Massacre;Fuck Religion;anger
The Exploited;The Massacre;Fuck Religion;frustration
The Exploited;The Massacre;Fuck Religion;confidence
The Exploited;The Massacre;Fuck Religion;irony
The Exploited;The Massacre;Fuck Religion;sarcasm
The Exploited;The Massacre;Now I’m Dead;anger
The Exploited;The Massacre;Now I’m Dead;hopelessness
The Exploited;The Massacre;Now I’m Dead;sadness
The Exploited;The Massacre;Police Shit;anger
The Exploited;The Massacre;Police Shit;frustration
The Exploited;The Massacre;Police Shit;aggression
The Exploited;The Massacre;Police Shit;fear
The Exploited;The Massacre;Porno Slut;aggression
The Exploited;The Massacre;Porno Slut;frustration
The Exploited;The Massacre;Sick Bastard;anger
The Exploited;The Massacre;Sick Bastard;frustration
The Exploited;The Massacre;Sick Bastard;aggression
The Exploited;The Massacre;Stop the Slaughter;anger
The Exploited;The Massacre;Stop the Slaughter;hopelessness
The Exploited;The Massacre;Stop the Slaughter;frustration
The Exploited;The Massacre;The Massacre;anger
The Exploited;The Massacre;The Massacre;fear
The Exploited;The Massacre;The Massacre;hopelessness
The Exploited;Troops of Tomorrow;Alternative;anger
The Exploited;Troops of Tomorrow;Alternative;frustration
The Exploited;Troops of Tomorrow;Alternative;hopelessness
The Exploited;Troops of Tomorrow;Alternative;aggression
The Exploited;Troops of Tomorrow;Daily News;anger
The Exploited;Troops of Tomorrow;Daily News;frustration
The Exploited;Troops of Tomorrow;Daily News;fear
The Exploited;Troops of Tomorrow;Disorder;anger
The Exploited;Troops of Tomorrow;Disorder;frustration
The Exploited;Troops of Tomorrow;Disorder;aggression
The Exploited;Troops of Tomorrow;Disorder;fear
The Exploited;Troops of Tomorrow;Germs;anger
The Exploited;Troops of Tomorrow;Germs;aggression
The Exploited;Troops of Tomorrow;Germs;hopelessness
The Exploited;Troops of Tomorrow;Germs;frustration
The Exploited;Troops of Tomorrow;Jimmy Boyle;anger
The Exploited;Troops of Tomorrow;Jimmy Boyle;aggression
The Exploited;Troops of Tomorrow;Jimmy Boyle;frustration
The Exploited;Troops of Tomorrow;Rapist;anger
The Exploited;Troops of Tomorrow;Rapist;aggression
The Exploited;Troops of Tomorrow;Rapist;fear
The Exploited;Troops of Tomorrow;Rapist;frustration
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;anger
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;frustration
The Exploited;Troops of Tomorrow;Sid Vicious Was Innocent;irony
The Exploited;Troops of Tomorrow;So Tragic;anger
The Exploited;Troops of Tomorrow;So Tragic;frustration
The Exploited;Troops of Tomorrow;So Tragic;sarcasm
The Exploited;Troops of Tomorrow;They Won't Stop;anger
The Exploited;Troops of Tomorrow;They Won't Stop;aggression
The Exploited;Troops of Tomorrow;They Won't Stop;frustration
The Exploited;Troops of Tomorrow;Troops of Tomorrow;anger
The Exploited;Troops of Tomorrow;Troops of Tomorrow;frustration
The Exploited;Troops of Tomorrow;Troops of Tomorrow;hopelessness
The Exploited;Troops of Tomorrow;UK 82;anger
The Exploited;Troops of Tomorrow;UK 82;frustration
The Exploited;Troops of Tomorrow;UK 82;hopelessness
The Exploited;Troops of Tomorrow;UK 82;irony
The Exploited;Troops of Tomorrow;USA;anger
The Exploited;Troops of Tomorrow;USA;frustration
The Exploited;Troops of Tomorrow;USA;hopelessness
The Exploited;Troops of Tomorrow;USA;aggression
The Exploited;Troops of Tomorrow;War;anger
The Exploited;Troops of Tomorrow;War;fear
The Exploited;Troops of Tomorrow;War;frustration
The Jam;All Mod Cons;All Mod Cons;anger
The Jam;All Mod Cons;All Mod Cons;frustration
The Jam;All Mod Cons;Billy Hunt;anger
The Jam;All Mod Cons;Billy Hunt;frustration
The Jam;All Mod Cons;Billy Hunt;aggression
The Jam;All Mod Cons;Billy Hunt;confidence
The Jam;All Mod Cons;David Watts;frustration
The Jam;All Mod Cons;David Watts;hopelessness
The Jam;All Mod Cons;David Watts;jealousy
The Jam;All Mod Cons;Down in the Tube Station at Midnight;fear
The Jam;All Mod Cons;Down in the Tube Station at Midnight;anger
The Jam;All Mod Cons;Down in the Tube Station at Midnight;hopelessness
The Jam;All Mod Cons;Down in the Tube Station at Midnight;sadness
The Jam;All Mod Cons;English Rose;joy
The Jam;All Mod Cons;English Rose;confidence
The Jam;All Mod Cons;Fly;sadness
The Jam;All Mod Cons;Fly;frustration
The Jam;All Mod Cons;Fly;hopelessness
The Jam;All Mod Cons;Fly;confidence
The Jam;All Mod Cons;In the Crowd;sadness
The Jam;All Mod Cons;In the Crowd;frustration
The Jam;All Mod Cons;In the Crowd;hopelessness
The Jam;All Mod Cons;It’s Too Bad;sadness
The Jam;All Mod Cons;It’s Too Bad;frustration
The Jam;All Mod Cons;It’s Too Bad;hopelessness
The Jam;All Mod Cons;Mr. Clean;anger
The Jam;All Mod Cons;Mr. Clean;frustration
The Jam;All Mod Cons;Mr. Clean;aggression
The Jam;All Mod Cons;The Place I Love;anger
The Jam;All Mod Cons;The Place I Love;frustration
The Jam;All Mod Cons;The Place I Love;hopelessness
The Jam;All Mod Cons;The Place I Love;confidence
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);anger
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);frustration
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);hopelessness
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);sadness
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;fear
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;anger
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;frustration
The Jam;All Mod Cons;‘A’ Bomb in Wardour Street;hopelessness
The Jam;In the City;Art School;confidence
The Jam;In the City;Art School;frustration
The Jam;In the City;Art School;anger
The Jam;In the City;Away From the Numbers;frustration
The Jam;In the City;Away From the Numbers;aggression
The Jam;In the City;Away From the Numbers;hopelessness
The Jam;In the City;Batman Theme;frustration
The Jam;In the City;Bricks and Mortar;anger
The Jam;In the City;Bricks and Mortar;frustration
The Jam;In the City;Bricks and Mortar;aggression
The Jam;In the City;I Got By in Time;sadness
The Jam;In the City;I Got By in Time;nostalgia
The Jam;In the City;I Got By in Time;frustration
The Jam;In the City;In the City;anger
The Jam;In the City;In the City;frustration
The Jam;In the City;In the City;hopelessness
The Jam;In the City;In the City;confidence
The Jam;In the City;I’ve Changed My Address;sadness
The Jam;In the City;I’ve Changed My Address;frustration
The Jam;In the City;I’ve Changed My Address;confidence
The Jam;In the City;I’ve Changed My Address;irony
The Jam;In the City;Non‐Stop Dancing;joy
The Jam;In the City;Non‐Stop Dancing;confidence
The Jam;In the City;Slow Down;sadness
The Jam;In the City;Slow Down;frustration
The Jam;In the City;Slow Down;hopelessness
The Jam;In the City;Sounds From the Street;confidence
The Jam;In the City;Sounds From the Street;anger
The Jam;In the City;Sounds From the Street;frustration
The Jam;In the City;Takin’ My Love;joy
The Jam;In the City;Takin’ My Love;aggression
The Jam;In the City;Time for Truth;anger
The Jam;In the City;Time for Truth;frustration
The Jam;In the City;Time for Truth;aggression
The Jam;In the City;Time for Truth;hopelessness
The Jam;Setting Sons;Burning Sky;frustration
The Jam;Setting Sons;Burning Sky;irony
The Jam;Setting Sons;Burning Sky;sarcasm
The Jam;Setting Sons;Burning Sky;hopelessness
The Jam;Setting Sons;Burning Sky;anger
The Jam;Setting Sons;Girl on the Phone;fear
The Jam;Setting Sons;Girl on the Phone;frustration
The Jam;Setting Sons;Girl on the Phone;uncomfortable
The Jam;Setting Sons;Heat Wave;sadness
The Jam;Setting Sons;Heat Wave;frustration
The Jam;Setting Sons;Heat Wave;aggression
The Jam;Setting Sons;Little Boy Soldiers;anger
The Jam;Setting Sons;Little Boy Soldiers;frustration
The Jam;Setting Sons;Little Boy Soldiers;hopelessness
The Jam;Setting Sons;Little Boy Soldiers;irony
The Jam;Setting Sons;Private Hell;sadness
The Jam;Setting Sons;Private Hell;hopelessness
The Jam;Setting Sons;Private Hell;frustration
The Jam;Setting Sons;Private Hell;fear
The Jam;Setting Sons;Saturday’s Kids;anger
The Jam;Setting Sons;Saturday’s Kids;frustration
The Jam;Setting Sons;Saturday’s Kids;hopelessness
The Jam;Setting Sons;Saturday’s Kids;irony
The Jam;Setting Sons;Smithers‐Jones;anger
The Jam;Setting Sons;Smithers‐Jones;frustration
The Jam;Setting Sons;Smithers‐Jones;hopelessness
The Jam;Setting Sons;The Eton Rifles;anger
The Jam;Setting Sons;The Eton Rifles;frustration
The Jam;Setting Sons;The Eton Rifles;aggression
The Jam;Setting Sons;Thick as Thieves;sadness
The Jam;Setting Sons;Thick as Thieves;nostalgia
The Jam;Setting Sons;Thick as Thieves;frustration
The Jam;Setting Sons;Thick as Thieves;hopelessness
The Jam;Setting Sons;Wasteland;sadness
The Jam;Setting Sons;Wasteland;frustration
The Jam;Setting Sons;Wasteland;hopelessness
The Jam;Setting Sons;Wasteland;alienation
The Jam;Sound Affects;Boy About Town;confidence
The Jam;Sound Affects;Boy About Town;frustration
The Jam;Sound Affects;Boy About Town;alienation
The Jam;Sound Affects;But I’m Different Now;confession
The Jam;Sound Affects;But I’m Different Now;relief
The Jam;Sound Affects;But I’m Different Now;sincerity
The Jam;Sound Affects;Dream Time;fear
The Jam;Sound Affects;Dream Time;anxiety
The Jam;Sound Affects;Dream Time;hopelessness
The Jam;Sound Affects;Dream Time;sadness
The Jam;Sound Affects;Man in the Corner Shop;frustration
The Jam;Sound Affects;Man in the Corner Shop;alienation
The Jam;Sound Affects;Monday;sadness
The Jam;Sound Affects;Monday;hopelessness
The Jam;Sound Affects;Monday;joy
The Jam;Sound Affects;Music for the Last Couple;frustration
The Jam;Sound Affects;Music for the Last Couple;hopelessness
The Jam;Sound Affects;Pretty Green;frustration
The Jam;Sound Affects;Pretty Green;anger
The Jam;Sound Affects;Pretty Green;cynicism
The Jam;Sound Affects;Scrape Away;anger
The Jam;Sound Affects;Scrape Away;frustration
The Jam;Sound Affects;Scrape Away;hopelessness
The Jam;Sound Affects;Set the House Ablaze;anger
The Jam;Sound Affects;Set the House Ablaze;frustration
The Jam;Sound Affects;Set the House Ablaze;hopelessness
The Jam;Sound Affects;Start!;sadness
The Jam;Sound Affects;Start!;loneliness
The Jam;Sound Affects;Start!;frustration
The Jam;Sound Affects;Start!;hopelessness
The Jam;Sound Affects;That’s Entertainment;frustration
The Jam;Sound Affects;That’s Entertainment;irony
The Jam;Sound Affects;That’s Entertainment;sadness
The Jam;Sound Affects;That’s Entertainment;alienation
The Jam;The Gift;Carnation;anger
The Jam;The Gift;Carnation;sadness
The Jam;The Gift;Carnation;aggression
The Jam;The Gift;Carnation;hopelessness
The Jam;The Gift;Ghosts;frustration
The Jam;The Gift;Ghosts;hopelessness
The Jam;The Gift;Ghosts;confidence
The Jam;The Gift;Happy Together;joy
The Jam;The Gift;Happy Together;confidence
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;anger
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;frustration
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;hopelessness
The Jam;The Gift;Just Who Is the 5 O’Clock Hero?;sadness
The Jam;The Gift;Precious;sadness
The Jam;The Gift;Precious;frustration
The Jam;The Gift;Precious;fear
The Jam;The Gift;Running on the Spot;anger
The Jam;The Gift;Running on the Spot;frustration
The Jam;The Gift;Running on the Spot;hopelessness
The Jam;The Gift;The Gift;hope
The Jam;The Gift;The Gift;joy
The Jam;The Gift;The Gift;energy
The Jam;The Gift;The Planner’s Dream Goes Wrong;anger
The Jam;The Gift;The Planner’s Dream Goes Wrong;frustration
The Jam;The Gift;The Planner’s Dream Goes Wrong;hopelessness
The Jam;The Gift;The Planner’s Dream Goes Wrong;aggression
The Jam;The Gift;Town Called Malice;sadness
The Jam;The Gift;Town Called Malice;hopelessness
The Jam;The Gift;Town Called Malice;frustration
The Jam;The Gift;Town Called Malice;anger
The Jam;The Gift;“Trans‐Global Express”;anger
The Jam;The Gift;“Trans‐Global Express”;frustration
The Jam;The Gift;“Trans‐Global Express”;hopelessness
The Jam;The Gift;“Trans‐Global Express”;confidence
The Jam;This Is the Modern World;Don’t Tell Them You’re Sane;anger
The Jam;This Is the Modern World;Don’t Tell Them You’re Sane;frustration
The Jam;This Is the Modern World;Don’t Tell Them You’re Sane;hopelessness
The Jam;This Is the Modern World;Here Comes the Weekend;joy
The Jam;This Is the Modern World;Here Comes the Weekend;hopelessness
The Jam;This Is the Modern World;Here Comes the Weekend;confidence
The Jam;This Is the Modern World;I Need You (For Someone);sadness
The Jam;This Is the Modern World;I Need You (For Someone);frustration
The Jam;This Is the Modern World;I Need You (For Someone);fear
The Jam;This Is the Modern World;In the Midnight Hour;confidence
The Jam;This Is the Modern World;In the Midnight Hour;aggression
The Jam;This Is the Modern World;In the Street, Today;anger
The Jam;This Is the Modern World;In the Street, Today;frustration
The Jam;This Is the Modern World;In the Street, Today;aggression
The Jam;This Is the Modern World;Life From a Window;frustration
The Jam;This Is the Modern World;Life From a Window;hopelessness
The Jam;This Is the Modern World;London Girl;frustration
The Jam;This Is the Modern World;London Girl;hopelessness
The Jam;This Is the Modern World;London Girl;sadness
The Jam;This Is the Modern World;London Traffic;frustration
The Jam;This Is the Modern World;London Traffic;hopelessness
The Jam;This Is the Modern World;London Traffic;anger
The Jam;This Is the Modern World;Standards;anger
The Jam;This Is the Modern World;Standards;frustration
The Jam;This Is the Modern World;Standards;aggression
The Jam;This Is the Modern World;The Combine;frustration
The Jam;This Is the Modern World;The Combine;hopelessness
The Jam;This Is the Modern World;The Combine;fear
The Jam;This Is the Modern World;The Combine;anger
The Jam;This Is the Modern World;The Modern World;anger
The Jam;This Is the Modern World;The Modern World;frustration
The Jam;This Is the Modern World;The Modern World;confidence
The Jam;This Is the Modern World;Tonight at Noon;joy
The Jam;This Is the Modern World;Tonight at Noon;hopelessness
The Jam;This Is the Modern World;Tonight at Noon;frustration
The Lemonheads;Car Button Cloth;6ix;sadness
The Lemonheads;Car Button Cloth;6ix;fear
The Lemonheads;Car Button Cloth;6ix;hopelessness
The Lemonheads;Car Button Cloth;Break Me;sadness
The Lemonheads;Car Button Cloth;Break Me;frustration
The Lemonheads;Car Button Cloth;Break Me;hopelessness
The Lemonheads;Car Button Cloth;C’mon Daddy;sadness
The Lemonheads;Car Button Cloth;C’mon Daddy;frustration
The Lemonheads;Car Button Cloth;C’mon Daddy;love
The Lemonheads;Car Button Cloth;C’mon Daddy;longing
The Lemonheads;Car Button Cloth;Hospital;frustration
The Lemonheads;Car Button Cloth;Hospital;hopelessness
The Lemonheads;Car Button Cloth;Hospital;alienation
The Lemonheads;Car Button Cloth;If I Could Talk I’d Tell You;sadness
The Lemonheads;Car Button Cloth;If I Could Talk I’d Tell You;frustration
The Lemonheads;Car Button Cloth;If I Could Talk I’d Tell You;hopelessness
The Lemonheads;Car Button Cloth;It’s All True;irony
The Lemonheads;Car Button Cloth;It’s All True;frustration
The Lemonheads;Car Button Cloth;It’s All True;confidence
The Lemonheads;Car Button Cloth;Knoxville Girl;anger
The Lemonheads;Car Button Cloth;Knoxville Girl;sadness
The Lemonheads;Car Button Cloth;Knoxville Girl;frustration
The Lemonheads;Car Button Cloth;Knoxville Girl;aggression
The Lemonheads;Car Button Cloth;Knoxville Girl;hopelessness
The Lemonheads;Car Button Cloth;Losing Your Mind;frustration
The Lemonheads;Car Button Cloth;Losing Your Mind;hopelessness
The Lemonheads;Car Button Cloth;Losing Your Mind;anger
The Lemonheads;Car Button Cloth;One More Time;sadness
The Lemonheads;Car Button Cloth;One More Time;frustration
The Lemonheads;Car Button Cloth;Something’s Missing;sadness
The Lemonheads;Car Button Cloth;Something’s Missing;frustration
